dataset,train_per_class,train_rows,test_per_class_cap,test_rows,seed,test_selection_seed,schedule,schedule_family,learning_rate,eta0,accuracy,macro_f1,log_loss,fit_seconds,n_iter,convergence_warning_count
ag_news,128,512,500,2000,14,20260830,invscaling_001,invscaling,invscaling,0.001,0.7465,0.7425897894896578,1.386187577623803,0.021495715000128257,6,0
ag_news,128,512,500,2000,14,20260830,adaptive_001,adaptive,adaptive,0.001,0.7635,0.7604455718852916,1.3440316632651157,0.03496516899986091,105,0
ag_news,128,512,500,2000,14,20260830,optimal_builtin,optimal,optimal,0.001,0.774,0.7737913178802348,0.6864280769598133,0.02158407599995371,9,0
ag_news,128,512,500,2000,14,20260830,constant_01,constant,constant,0.01,0.784,0.7830910626707833,0.884530561143837,0.043276068000068335,153,0
ag_news,128,512,500,2000,14,20260830,adaptive_01,adaptive,adaptive,0.01,0.785,0.7841400013040206,0.8827767192968347,0.04759687900013887,183,0
ag_news,128,512,500,2000,52,20260830,constant_001,constant,constant,0.001,0.7535,0.751691147597471,1.3450662600658003,0.03395038600001499,79,0
ag_news,128,512,500,2000,52,20260830,invscaling_001,invscaling,invscaling,0.001,0.754,0.7495554695976767,1.3861862007862562,0.02285587400001532,6,0
ag_news,128,512,500,2000,52,20260830,adaptive_001,adaptive,adaptive,0.001,0.7545,0.7525932330033083,1.3443271525777987,0.037294503999873996,104,0
ag_news,128,512,500,2000,52,20260830,optimal_builtin,optimal,optimal,0.001,0.7625,0.7607096510600768,0.7173549950436786,0.023344659000031243,9,0
ag_news,128,512,500,2000,52,20260830,constant_01,constant,constant,0.01,0.785,0.7826822552346407,0.8738475959418467,0.04385260899994137,155,0
ag_news,128,512,500,2000,52,20260830,adaptive_01,adaptive,adaptive,0.01,0.785,0.7826822552346407,0.8720991783462356,0.04767775899995286,185,0
ag_news,128,512,500,2000,88,20260830,constant_001,constant,constant,0.001,0.771,0.7679367328752769,1.345649531776121,0.031516744000100516,75,0
ag_news,128,512,500,2000,88,20260830,invscaling_001,invscaling,invscaling,0.001,0.762,0.758978142060619,1.3861881509114622,0.022601494999889837,6,0
ag_news,128,512,500,2000,88,20260830,adaptive_001,adaptive,adaptive,0.001,0.771,0.7679542592085926,1.344922684225317,0.03589187399984439,100,0
ag_news,128,512,500,2000,88,20260830,optimal_builtin,optimal,optimal,0.001,0.776,0.77408814697903,0.6742661070750127,0.02192503699984627,9,0
ag_news,128,512,500,2000,88,20260830,constant_01,constant,constant,0.01,0.789,0.7865625396632688,0.8758961960702575,0.04431020600009106,155,0
ag_news,128,512,500,2000,88,20260830,adaptive_01,adaptive,adaptive,0.01,0.789,0.7865559173786016,0.8741186379149167,0.0489169810000476,185,0
ag_news,128,512,500,2000,121,20260830,constant_001,constant,constant,0.001,0.766,0.7658395079336631,1.3484387296244422,0.032396660000131305,76,0
ag_news,128,512,500,2000,121,20260830,invscaling_001,invscaling,invscaling,0.001,0.7705,0.7685320015557545,1.3861914005083344,0.023258641999973406,6,0
ag_news,128,512,500,2000,121,20260830,adaptive_001,adaptive,adaptive,0.001,0.7685,0.7684003409617854,1.3477374250114385,0.03632785599984345,101,0
ag_news,128,512,500,2000,121,20260830,optimal_builtin,optimal,optimal,0.001,0.776,0.7757420694370634,0.6561783102449922,0.024054369999930714,10,0
ag_news,128,512,500,2000,121,20260830,constant_01,constant,constant,0.01,0.7965,0.7957940882742003,0.8850898466170882,0.04451373500000955,153,0
ag_news,128,512,500,2000,121,20260830,adaptive_01,adaptive,adaptive,0.01,0.7965,0.7957940882742003,0.8832753642611014,0.05008349499985343,183,0
ag_news,128,512,500,2000,169,20260830,constant_001,constant,constant,0.001,0.722,0.7189542812827755,1.3471643017932164,0.03226356699997268,77,0
ag_news,128,512,500,2000,169,20260830,invscaling_001,invscaling,invscaling,0.001,0.75,0.7476181286752946,1.3861884108650224,0.022367719999920155,6,0
ag_news,128,512,500,2000,169,20260830,adaptive_001,adaptive,adaptive,0.001,0.723,0.7198538679416299,1.34644762356631,0.03650474699998085,102,0
ag_news,128,512,500,2000,169,20260830,optimal_builtin,optimal,optimal,0.001,0.7775,0.7754214302588709,0.6950999122503836,0.024274622999882922,9,0
ag_news,128,512,500,2000,169,20260830,constant_01,constant,constant,0.01,0.7815,0.7795549540336435,0.8817409888641276,0.04424457499999335,156,0
ag_news,128,512,500,2000,169,20260830,adaptive_01,adaptive,adaptive,0.01,0.782,0.7800716071473123,0.8799609268225735,0.04783009000016136,186,0
ag_news,128,512,500,2000,203,20260830,constant_001,constant,constant,0.001,0.7445,0.7374234224970387,1.345879480551346,0.03241006300004301,80,0
ag_news,128,512,500,2000,203,20260830,invscaling_001,invscaling,invscaling,0.001,0.728,0.724096624520993,1.386187205934178,0.022272140000040963,6,0
ag_news,128,512,500,2000,203,20260830,adaptive_001,adaptive,adaptive,0.001,0.745,0.7378746196872695,1.345156090571055,0.03570141899990631,105,0
ag_news,128,512,500,2000,203,20260830,optimal_builtin,optimal,optimal,0.001,0.7675,0.7666375898193408,0.6626591517011982,0.023038791000089986,13,0
ag_news,128,512,500,2000,203,20260830,constant_01,constant,constant,0.01,0.784,0.7826401650729207,0.8865999341905376,0.04434654700003193,153,0
ag_news,128,512,500,2000,203,20260830,adaptive_01,adaptive,adaptive,0.01,0.784,0.7826401650729207,0.8848235742067807,0.04814244600015627,183,0
ag_news,128,512,500,2000,247,20260830,constant_001,constant,constant,0.001,0.7525,0.7482315975119496,1.3432083468392826,0.03231814399987343,77,0
ag_news,128,512,500,2000,247,20260830,invscaling_001,invscaling,invscaling,0.001,0.7405,0.7362135931641293,1.3861817821617917,0.02132511800004977,6,0
ag_news,128,512,500,2000,247,20260830,adaptive_001,adaptive,adaptive,0.001,0.753,0.7486695812535937,1.342452608772447,0.03475063900009445,102,0
ag_news,128,512,500,2000,247,20260830,optimal_builtin,optimal,optimal,0.001,0.77,0.7690235423002246,0.7056444816593153,0.02311848099998315,9,0
ag_news,128,512,500,2000,247,20260830,constant_01,constant,constant,0.01,0.774,0.7718827627469825,0.8741223173671075,0.04364052300002186,152,0
ag_news,128,512,500,2000,247,20260830,adaptive_01,adaptive,adaptive,0.01,0.774,0.7718827627469825,0.8723616635722197,0.048108091000131026,182,0
ag_news,128,512,500,2000,314,20260830,constant_001,constant,constant,0.001,0.774,0.7680346639564454,1.3491199547184287,0.03222821500003192,76,0
ag_news,128,512,500,2000,314,20260830,invscaling_001,invscaling,invscaling,0.001,0.7815,0.7774469843132679,1.3861917509598176,0.022030490999895846,6,0
ag_news,128,512,500,2000,314,20260830,adaptive_001,adaptive,adaptive,0.001,0.775,0.7688855637362589,1.3484232118125346,0.03597498299996005,101,0
ag_news,128,512,500,2000,314,20260830,optimal_builtin,optimal,optimal,0.001,0.7835,0.7826532731375212,0.651542275652391,0.023722228999986328,8,0
ag_news,128,512,500,2000,314,20260830,constant_01,constant,constant,0.01,0.7935,0.7918864416425528,0.8825583686831466,0.044097669000166206,154,0
ag_news,128,512,500,2000,314,20260830,adaptive_01,adaptive,adaptive,0.01,0.7935,0.7918864416425528,0.8807341952833448,0.048289063999845894,184,0
ag_news,128,512,500,2000,415,20260830,constant_001,constant,constant,0.001,0.767,0.7623243417543606,1.3484298699183217,0.031525032999979885,74,0
ag_news,128,512,500,2000,415,20260830,invscaling_001,invscaling,invscaling,0.001,0.7315,0.721965765611954,1.386190167759029,0.022487238999929104,6,0
ag_news,128,512,500,2000,415,20260830,adaptive_001,adaptive,adaptive,0.001,0.767,0.762321641077671,1.3477224764193507,0.035009526000067126,99,0
ag_news,128,512,500,2000,415,20260830,optimal_builtin,optimal,optimal,0.001,0.7755,0.7751247750378265,0.6940806465510231,0.022201935000111916,9,0
ag_news,128,512,500,2000,415,20260830,constant_01,constant,constant,0.01,0.795,0.7932568990675646,0.8808969523151055,0.04489523199981704,155,0
ag_news,128,512,500,2000,415,20260830,adaptive_01,adaptive,adaptive,0.01,0.7945,0.7927408613262311,0.8791060518181041,0.04811124599996219,185,0
ag_news,128,512,500,2000,509,20260830,constant_001,constant,constant,0.001,0.7395,0.7300270046318897,1.3491618791576168,0.030587950999915847,76,0
ag_news,128,512,500,2000,509,20260830,invscaling_001,invscaling,invscaling,0.001,0.76,0.7547195281567303,1.3861901890979291,0.02177507000010337,6,0
ag_news,128,512,500,2000,509,20260830,adaptive_001,adaptive,adaptive,0.001,0.74,0.7304169485201781,1.3484603750184927,0.0345220420001624,101,0
ag_news,128,512,500,2000,509,20260830,optimal_builtin,optimal,optimal,0.001,0.792,0.7904798348366839,0.6576024240357637,0.022962385000028007,9,0
ag_news,128,512,500,2000,509,20260830,constant_01,constant,constant,0.01,0.805,0.8023703161342997,0.8777766994754732,0.04422968900007618,157,0
ag_news,128,512,500,2000,509,20260830,adaptive_01,adaptive,adaptive,0.01,0.805,0.8023703161342997,0.8759473387509767,0.04871327299997574,187,0
