dataset,n_samples,n_features,n_classes,train_per_class,train_rows,test_rows,seed,schedule,schedule_family,learning_rate,eta0,accuracy,macro_f1,log_loss,fit_seconds,n_iter,convergence_warning_count,status
wine,178,13,3,32,96,82,314,constant_003,constant,constant,0.003,0.975609756097561,0.9750664540138224,0.17460891322451275,0.0024582949990872294,66,0,PASS
wine,178,13,3,32,96,82,314,invscaling_0003,invscaling,invscaling,0.0003,0.8902439024390244,0.8946169772256729,1.082141855542452,0.0014256070062401704,11,0,PASS
wine,178,13,3,32,96,82,314,invscaling_001,invscaling,invscaling,0.001,0.8780487804878049,0.8883617963314357,1.0023038411575023,0.0016724129964131862,44,0,PASS
wine,178,13,3,32,96,82,314,invscaling_003,invscaling,invscaling,0.003,0.9390243902439024,0.9400172469853117,0.7907979832956675,0.002147507002518978,82,0,PASS
wine,178,13,3,32,96,82,314,adaptive_0003,adaptive,adaptive,0.0003,0.9878048780487805,0.9896103896103896,0.38171479841929556,0.002738137998676393,155,0,PASS
wine,178,13,3,32,96,82,314,adaptive_001,adaptive,adaptive,0.001,0.975609756097561,0.9750664540138224,0.24907979870830488,0.0024596920047770254,120,0,PASS
wine,178,13,3,32,96,82,314,adaptive_003,adaptive,adaptive,0.003,0.975609756097561,0.9750664540138224,0.17286729700071932,0.0022067800018703565,91,0,PASS
wine,178,13,3,32,96,82,415,constant_0003,constant,constant,0.0003,0.9512195121951219,0.9473499473499474,0.42058560242772086,0.0024818829988362268,131,0,PASS
wine,178,13,3,32,96,82,415,constant_001,constant,constant,0.001,0.9512195121951219,0.9473499473499474,0.2856887663030278,0.0021329689989215694,91,0,PASS
wine,178,13,3,32,96,82,415,constant_003,constant,constant,0.003,0.9634146341463414,0.958095238095238,0.20457990731621808,0.001877137998235412,63,0,PASS
wine,178,13,3,32,96,82,415,invscaling_0003,invscaling,invscaling,0.0003,0.8780487804878049,0.87360747267868,1.08322925334079,0.0013021459963056259,12,0,PASS
wine,178,13,3,32,96,82,415,invscaling_001,invscaling,invscaling,0.001,0.8780487804878049,0.87360747267868,1.0074115048178736,0.0016689299955032766,50,0,PASS
wine,178,13,3,32,96,82,415,invscaling_003,invscaling,invscaling,0.003,0.9146341463414634,0.9101863432849348,0.8096235742563194,0.002177992995711975,86,0,PASS
wine,178,13,3,32,96,82,415,adaptive_0003,adaptive,adaptive,0.0003,0.9512195121951219,0.9473499473499474,0.4186321882596539,0.002723429999605287,151,0,PASS
wine,178,13,3,32,96,82,415,adaptive_001,adaptive,adaptive,0.001,0.9512195121951219,0.9473499473499474,0.2836579087973511,0.002469199003826361,116,0,PASS
wine,178,13,3,32,96,82,415,adaptive_003,adaptive,adaptive,0.003,0.9634146341463414,0.958095238095238,0.2025875026759838,0.0023992959977476858,88,0,PASS
wine,178,13,3,32,96,82,509,constant_0003,constant,constant,0.0003,0.9878048780487805,0.9855699855699855,0.3886576374733688,0.0026130269980058074,137,0,PASS
wine,178,13,3,32,96,82,509,constant_001,constant,constant,0.001,1.0,1.0,0.25904029827626573,0.00217088199860882,93,0,PASS
wine,178,13,3,32,96,82,509,constant_003,constant,constant,0.003,1.0,1.0,0.18192137096965938,0.0019391169989830814,64,0,PASS
wine,178,13,3,32,96,82,509,invscaling_0003,invscaling,invscaling,0.0003,0.926829268292683,0.9232804232804233,1.0830044723377759,0.0014531490014633164,11,0,PASS
wine,178,13,3,32,96,82,509,invscaling_001,invscaling,invscaling,0.001,0.926829268292683,0.9232804232804233,1.0076509452703393,0.0016173010008060373,44,0,PASS
wine,178,13,3,32,96,82,509,invscaling_003,invscaling,invscaling,0.003,0.9512195121951219,0.9504693769399651,0.799355002250946,0.002178101996832993,83,0,PASS
wine,178,13,3,32,96,82,509,adaptive_0003,adaptive,adaptive,0.0003,0.9878048780487805,0.9855699855699855,0.38679320004679246,0.0027337349965819158,157,0,PASS
wine,178,13,3,32,96,82,509,adaptive_001,adaptive,adaptive,0.001,1.0,1.0,0.257153219493063,0.0025767620027181692,118,0,PASS
wine,178,13,3,32,96,82,509,adaptive_003,adaptive,adaptive,0.003,1.0,1.0,0.18012229191563986,0.0022276829986367375,89,0,PASS
breast_cancer,569,30,2,4,8,561,14,constant_0003,constant,constant,0.0003,0.9126559714795008,0.9038244215785404,0.2661477716346767,0.0009118170055444352,164,0,PASS
breast_cancer,569,30,2,4,8,561,14,constant_001,constant,constant,0.001,0.9073083778966132,0.8978142076502733,0.22288753205933376,0.0008411820017499849,109,0,PASS
breast_cancer,569,30,2,4,8,561,14,constant_003,constant,constant,0.003,0.9073083778966132,0.8978142076502733,0.217418496051273,0.0008311689962283708,71,0,PASS
breast_cancer,569,30,2,4,8,561,14,invscaling_0003,invscaling,invscaling,0.0003,0.9144385026737968,0.9058987978753146,0.6726347556144296,0.0007950630024424754,13,0,PASS
breast_cancer,569,30,2,4,8,561,14,invscaling_001,invscaling,invscaling,0.001,0.9144385026737968,0.9058987978753146,0.5690523986753047,0.0008148400011123158,53,0,PASS
breast_cancer,569,30,2,4,8,561,14,invscaling_003,invscaling,invscaling,0.003,0.9144385026737968,0.9058987978753146,0.3730954647343291,0.0007989639998413622,99,0,PASS
breast_cancer,569,30,2,4,8,561,14,adaptive_0003,adaptive,adaptive,0.0003,0.9126559714795008,0.9038244215785404,0.2654919785268775,0.0008711409973329864,184,0,PASS
breast_cancer,569,30,2,4,8,561,14,adaptive_001,adaptive,adaptive,0.001,0.9073083778966132,0.8978142076502733,0.2226051573909887,0.0008436349962721579,134,0,PASS
breast_cancer,569,30,2,4,8,561,14,adaptive_003,adaptive,adaptive,0.003,0.9073083778966132,0.8978142076502733,0.2175360968356654,0.0008644339977763593,96,0,PASS
breast_cancer,569,30,2,4,8,561,52,constant_0003,constant,constant,0.0003,0.966131907308378,0.9633717633717633,0.2673497078564673,0.0008261740003945306,168,0,PASS
breast_cancer,569,30,2,4,8,561,52,constant_001,constant,constant,0.001,0.964349376114082,0.9616436482975523,0.1804232851309701,0.000853190002089832,123,0,PASS
breast_cancer,569,30,2,4,8,561,52,constant_003,constant,constant,0.003,0.9625668449197861,0.959766680213239,0.14312391256132628,0.0008107859976007603,84,0,PASS
breast_cancer,569,30,2,4,8,561,52,invscaling_0003,invscaling,invscaling,0.0003,0.9554367201426025,0.9514908982744249,0.6773695189354799,0.0008410360023844987,10,0,PASS
breast_cancer,569,30,2,4,8,561,52,invscaling_001,invscaling,invscaling,0.001,0.9590017825311943,0.9552719974209383,0.5993420122713135,0.0008468470041407272,38,0,PASS
breast_cancer,569,30,2,4,8,561,52,invscaling_003,invscaling,invscaling,0.003,0.9607843137254902,0.9574519429658843,0.4076358103570558,0.0008293589999084361,87,0,PASS
breast_cancer,569,30,2,4,8,561,52,adaptive_0003,adaptive,adaptive,0.0003,0.966131907308378,0.9633717633717633,0.26642026195063895,0.0008551119972253218,188,0,PASS
breast_cancer,569,30,2,4,8,561,52,adaptive_001,adaptive,adaptive,0.001,0.964349376114082,0.9616436482975523,0.1797230277607983,0.0009070609958143905,148,0,PASS
breast_cancer,569,30,2,4,8,561,52,adaptive_003,adaptive,adaptive,0.003,0.9625668449197861,0.959766680213239,0.14259642975937747,0.0008619410000392236,109,0,PASS
breast_cancer,569,30,2,4,8,561,88,constant_0003,constant,constant,0.0003,0.9607843137254902,0.9584489213283418,0.31988394185094676,0.0008736169984331354,178,0,PASS
breast_cancer,569,30,2,4,8,561,88,constant_001,constant,constant,0.001,0.9554367201426025,0.9529079547782058,0.21767167624356334,0.0008332150027854368,136,0,PASS
breast_cancer,569,30,2,4,8,561,88,constant_003,constant,constant,0.003,0.9500891265597148,0.9473930982745686,0.17269085243782517,0.0008297019958263263,93,0,PASS
breast_cancer,569,30,2,4,8,561,88,invscaling_0003,invscaling,invscaling,0.0003,0.9572192513368984,0.9546715505400092,0.684302980775188,0.0007698600020376034,8,0,PASS
breast_cancer,569,30,2,4,8,561,88,invscaling_001,invscaling,invscaling,0.001,0.9607843137254902,0.9583738060547191,0.6388922398119197,0.000937878001423087,27,0,PASS
breast_cancer,569,30,2,4,8,561,88,invscaling_003,invscaling,invscaling,0.003,0.9572192513368984,0.9546715505400092,0.47969346945769054,0.0008372599986614659,79,0,PASS
breast_cancer,569,30,2,4,8,561,88,adaptive_0003,adaptive,adaptive,0.0003,0.9607843137254902,0.9584489213283418,0.31893542185315377,0.0008417749995714985,198,0,PASS
breast_cancer,569,30,2,4,8,561,88,adaptive_001,adaptive,adaptive,0.001,0.9554367201426025,0.9529079547782058,0.21693463096343862,0.0008324900045408867,161,0,PASS
breast_cancer,569,30,2,4,8,561,88,adaptive_003,adaptive,adaptive,0.003,0.9500891265597148,0.9473930982745686,0.17208921598678487,0.0008414620024268515,118,0,PASS
breast_cancer,569,30,2,4,8,561,121,constant_0003,constant,constant,0.0003,0.9518716577540107,0.9470052935228692,0.29629450208308866,0.0008622680034022778,168,0,PASS
breast_cancer,569,30,2,4,8,561,121,constant_001,constant,constant,0.001,0.9500891265597148,0.9451076320939336,0.20880046447603143,0.0008382279993384145,119,0,PASS
breast_cancer,569,30,2,4,8,561,121,constant_003,constant,constant,0.003,0.9518716577540107,0.9471303364433135,0.16744893080443543,0.0008463690028293058,79,0,PASS
breast_cancer,569,30,2,4,8,561,121,invscaling_0003,invscaling,invscaling,0.0003,0.9411764705882353,0.9347547974413646,0.6792383739650518,0.0007589419983560219,11,0,PASS
breast_cancer,569,30,2,4,8,561,121,invscaling_001,invscaling,invscaling,0.001,0.9393939393939394,0.9326939363143631,0.6062977239856513,0.0008067620001384057,44,0,PASS
breast_cancer,569,30,2,4,8,561,121,invscaling_003,invscaling,invscaling,0.003,0.9429590017825312,0.9368100923631448,0.4325175497729393,0.0008389899958274327,91,0,PASS
breast_cancer,569,30,2,4,8,561,121,adaptive_0003,adaptive,adaptive,0.0003,0.9518716577540107,0.9470052935228692,0.295357270263067,0.0008766969986027107,188,0,PASS
breast_cancer,569,30,2,4,8,561,121,adaptive_001,adaptive,adaptive,0.001,0.9500891265597148,0.9451076320939336,0.2080057900132746,0.0008344130037585273,144,0,PASS
breast_cancer,569,30,2,4,8,561,121,adaptive_003,adaptive,adaptive,0.003,0.9518716577540107,0.9471303364433135,0.1667493343982343,0.0008751920031500049,104,0,PASS
breast_cancer,569,30,2,4,8,561,169,constant_0003,constant,constant,0.0003,0.875222816399287,0.8691348973607038,0.42356151064824077,0.0008114189986372367,119,0,PASS
breast_cancer,569,30,2,4,8,561,169,constant_001,constant,constant,0.001,0.8716577540106952,0.8664285714285714,0.3906874173527267,0.0008237360016210005,90,0,PASS
breast_cancer,569,30,2,4,8,561,169,constant_003,constant,constant,0.003,0.8306595365418895,0.8267758763590268,0.5112682618890341,0.0008323150032083504,104,0,PASS
breast_cancer,569,30,2,4,8,561,169,invscaling_0003,invscaling,invscaling,0.0003,0.8770053475935828,0.8706876680752977,0.6802604038450141,0.0007833959971321747,11,0,PASS
breast_cancer,569,30,2,4,8,561,169,invscaling_001,invscaling,invscaling,0.001,0.875222816399287,0.8689217335576384,0.6146599225715672,0.000847246999910567,43,0,PASS
breast_cancer,569,30,2,4,8,561,169,invscaling_003,invscaling,invscaling,0.003,0.8770053475935828,0.8708998555882029,0.49071528281305343,0.0008055760044953786,72,0,PASS
breast_cancer,569,30,2,4,8,561,169,adaptive_0003,adaptive,adaptive,0.0003,0.875222816399287,0.8691348973607038,0.42280362858683607,0.0008370020004804246,139,0,PASS
breast_cancer,569,30,2,4,8,561,169,adaptive_001,adaptive,adaptive,0.001,0.8716577540106952,0.8664285714285714,0.3908400042704685,0.0008214819972636178,116,0,PASS
breast_cancer,569,30,2,4,8,561,169,adaptive_003,adaptive,adaptive,0.003,0.8306595365418895,0.8267758763590268,0.5141811463792911,0.000836693994642701,130,0,PASS
breast_cancer,569,30,2,4,8,561,203,constant_0003,constant,constant,0.0003,0.9126559714795008,0.9044940502041171,0.3326214608667539,0.0008352529985131696,168,0,PASS
breast_cancer,569,30,2,4,8,561,203,constant_001,constant,constant,0.001,0.9162210338680927,0.9085992990775694,0.2654722033894869,0.0008139069977914914,111,0,PASS
breast_cancer,569,30,2,4,8,561,203,constant_003,constant,constant,0.003,0.9197860962566845,0.9124886906061835,0.23515595411092463,0.0008150040011969395,70,0,PASS
breast_cancer,569,30,2,4,8,561,203,invscaling_0003,invscaling,invscaling,0.0003,0.9162210338680927,0.9083922522366021,0.6789935258265726,0.0007938790004118346,12,0,PASS
breast_cancer,569,30,2,4,8,561,203,invscaling_001,invscaling,invscaling,0.001,0.9162210338680927,0.9083922522366021,0.6043127833228724,0.0007843950006645173,52,0,PASS
breast_cancer,569,30,2,4,8,561,203,invscaling_003,invscaling,invscaling,0.003,0.9144385026737968,0.9065493211915934,0.444372893184462,0.0008162130034179427,99,0,PASS
breast_cancer,569,30,2,4,8,561,203,adaptive_0003,adaptive,adaptive,0.0003,0.9126559714795008,0.9044940502041171,0.33182590011429713,0.0008618300053058192,188,0,PASS
breast_cancer,569,30,2,4,8,561,203,adaptive_001,adaptive,adaptive,0.001,0.9162210338680927,0.9085992990775694,0.26477713709867307,0.0008677819932927378,136,0,PASS
breast_cancer,569,30,2,4,8,561,203,adaptive_003,adaptive,adaptive,0.003,0.9197860962566845,0.9124886906061835,0.23456372740051182,0.0008017630025278777,95,0,PASS
breast_cancer,569,30,2,4,8,561,247,constant_0003,constant,constant,0.0003,0.9215686274509803,0.9167476121094382,0.3397035194439013,0.0009039599972311407,161,0,PASS
breast_cancer,569,30,2,4,8,561,247,constant_001,constant,constant,0.001,0.9215686274509803,0.9168978426566834,0.26262296505217925,0.0008392960007768124,115,0,PASS
breast_cancer,569,30,2,4,8,561,247,constant_003,constant,constant,0.003,0.9269162210338681,0.9224942294408034,0.2258539718105053,0.0007914260058896616,78,0,PASS
breast_cancer,569,30,2,4,8,561,247,invscaling_0003,invscaling,invscaling,0.0003,0.9090909090909091,0.9039322277475397,0.678681318021872,0.0008064319990808144,12,0,PASS
breast_cancer,569,30,2,4,8,561,247,invscaling_001,invscaling,invscaling,0.001,0.9144385026737968,0.9095039655867725,0.6046291939458078,0.000783452000177931,49,0,PASS
breast_cancer,569,30,2,4,8,561,247,invscaling_003,invscaling,invscaling,0.003,0.9180035650623886,0.9131204718683509,0.45278523444916763,0.0010770590015454218,90,0,PASS
breast_cancer,569,30,2,4,8,561,247,adaptive_0003,adaptive,adaptive,0.0003,0.9215686274509803,0.9167476121094382,0.33885732212278213,0.000983570993412286,181,0,PASS
breast_cancer,569,30,2,4,8,561,247,adaptive_001,adaptive,adaptive,0.001,0.9215686274509803,0.9168978426566834,0.2619008759437957,0.0008299640030600131,140,0,PASS
breast_cancer,569,30,2,4,8,561,247,adaptive_003,adaptive,adaptive,0.003,0.9269162210338681,0.9224942294408034,0.22526674411291778,0.0008260009999503382,103,0,PASS
breast_cancer,569,30,2,4,8,561,314,constant_0003,constant,constant,0.0003,0.966131907308378,0.9629670806913924,0.39367552303312703,0.0008553779989597388,164,0,PASS
breast_cancer,569,30,2,4,8,561,314,constant_001,constant,constant,0.001,0.964349376114082,0.9611495844875346,0.3146772460746971,0.0008692839983268641,106,0,PASS
breast_cancer,569,30,2,4,8,561,314,constant_003,constant,constant,0.003,0.964349376114082,0.9611495844875346,0.2652408847475668,0.0008139409983414225,67,0,PASS
breast_cancer,569,30,2,4,8,561,314,invscaling_0003,invscaling,invscaling,0.0003,0.9572192513368984,0.9529493989376573,0.6822685175554674,0.0007912889996077865,13,0,PASS
breast_cancer,569,30,2,4,8,561,314,invscaling_001,invscaling,invscaling,0.001,0.9572192513368984,0.9529493989376573,0.6234771870066044,0.0007917100010672584,58,0,PASS
breast_cancer,569,30,2,4,8,561,314,invscaling_003,invscaling,invscaling,0.003,0.9590017825311943,0.9549628791924523,0.4956342922414977,0.000835692000691779,101,0,PASS
breast_cancer,569,30,2,4,8,561,314,adaptive_0003,adaptive,adaptive,0.0003,0.966131907308378,0.9629670806913924,0.3928027516336304,0.0008497140006511472,184,0,PASS
breast_cancer,569,30,2,4,8,561,314,adaptive_001,adaptive,adaptive,0.001,0.964349376114082,0.9611495844875346,0.31364250909520136,0.0008426990025327541,131,0,PASS
breast_cancer,569,30,2,4,8,561,314,adaptive_003,adaptive,adaptive,0.003,0.9625668449197861,0.9592523545505169,0.26403372277747317,0.000831573001050856,92,0,PASS
breast_cancer,569,30,2,4,8,561,415,constant_0003,constant,constant,0.0003,0.9037433155080213,0.8957880397391089,0.3141227464499148,0.0008172840025508776,155,0,PASS
breast_cancer,569,30,2,4,8,561,415,constant_001,constant,constant,0.001,0.9055258467023173,0.8976083475386125,0.25120197920377835,0.0008460909957648255,103,0,PASS
breast_cancer,569,30,2,4,8,561,415,constant_003,constant,constant,0.003,0.910873440285205,0.9032998703770099,0.22327116846880274,0.0007864479994168505,67,0,PASS
breast_cancer,569,30,2,4,8,561,415,invscaling_0003,invscaling,invscaling,0.0003,0.9001782531194296,0.8923814743765415,0.6735612822357268,0.0008209699954022653,15,0,PASS
breast_cancer,569,30,2,4,8,561,415,invscaling_001,invscaling,invscaling,0.001,0.9001782531194296,0.892156862745098,0.5782124299871194,0.0008330810014740564,61,0,PASS
breast_cancer,569,30,2,4,8,561,415,invscaling_003,invscaling,invscaling,0.003,0.9019607843137255,0.893970893970894,0.414972825904554,0.0008291089980048127,97,0,PASS
breast_cancer,569,30,2,4,8,561,415,adaptive_0003,adaptive,adaptive,0.0003,0.9037433155080213,0.8957880397391089,0.31330833839092587,0.0008406670021940954,175,0,PASS
breast_cancer,569,30,2,4,8,561,415,adaptive_001,adaptive,adaptive,0.001,0.9055258467023173,0.8976083475386125,0.25051905932278234,0.0010447390013723634,128,0,PASS
breast_cancer,569,30,2,4,8,561,415,adaptive_003,adaptive,adaptive,0.003,0.910873440285205,0.9032998703770099,0.2227640917810818,0.0008465450009680353,92,0,PASS
breast_cancer,569,30,2,4,8,561,509,constant_0003,constant,constant,0.0003,0.8431372549019608,0.8412604501607717,0.42463819849000345,0.0008588850032538176,155,0,PASS
breast_cancer,569,30,2,4,8,561,509,constant_001,constant,constant,0.001,0.8360071301247772,0.8342965017722299,0.3866388566771022,0.0008197070055757649,112,0,PASS
breast_cancer,569,30,2,4,8,561,509,constant_003,constant,constant,0.003,0.8324420677361853,0.8308159232072275,0.37930439968715496,0.0008473209963995032,76,0,PASS
breast_cancer,569,30,2,4,8,561,509,invscaling_0003,invscaling,invscaling,0.0003,0.8413547237076648,0.8393930718580017,0.6780782638109986,0.0008412370007135905,14,0,PASS
breast_cancer,569,30,2,4,8,561,509,invscaling_001,invscaling,invscaling,0.001,0.8413547237076648,0.8393930718580017,0.6069910840845705,0.0008653580007376149,56,0,PASS
breast_cancer,569,30,2,4,8,561,509,invscaling_003,invscaling,invscaling,0.003,0.8449197860962567,0.843002216310631,0.4920594409186648,0.0009111659965128638,90,0,PASS
breast_cancer,569,30,2,4,8,561,509,adaptive_0003,adaptive,adaptive,0.0003,0.8431372549019608,0.8412604501607717,0.4241434570912404,0.0008777029943303205,175,0,PASS
breast_cancer,569,30,2,4,8,561,509,adaptive_001,adaptive,adaptive,0.001,0.8342245989304813,0.8325561243320442,0.386369410020067,0.0008617300045443699,137,0,PASS
breast_cancer,569,30,2,4,8,561,509,adaptive_003,adaptive,adaptive,0.003,0.8324420677361853,0.8308159232072275,0.379360378787578,0.0008342969958903268,101,0,PASS
breast_cancer,569,30,2,8,16,553,14,constant_0003,constant,constant,0.0003,0.9005424954792043,0.894338429684596,0.3449911845702441,0.0009837600009632297,107,0,PASS
breast_cancer,569,30,2,8,16,553,14,constant_001,constant,constant,0.001,0.9023508137432188,0.8961625125180817,0.3057229196686072,0.0008246399956988171,71,0,PASS
breast_cancer,569,30,2,8,16,553,14,constant_003,constant,constant,0.003,0.8770343580470162,0.8706343745699738,0.2996421820079505,0.0008450289969914593,64,0,PASS
breast_cancer,569,30,2,8,16,553,14,invscaling_0003,invscaling,invscaling,0.0003,0.8969258589511754,0.8904961907640359,0.6685151863235657,0.0008042619956540875,18,0,PASS
breast_cancer,569,30,2,8,16,553,14,invscaling_001,invscaling,invscaling,0.001,0.8987341772151899,0.8925170068027211,0.5661071294466063,0.0009036389965331182,64,0,PASS
breast_cancer,569,30,2,8,16,553,14,invscaling_003,invscaling,invscaling,0.003,0.8987341772151899,0.892316679648381,0.42987479405411233,0.000871197997184936,80,0,PASS
breast_cancer,569,30,2,8,16,553,14,adaptive_0003,adaptive,adaptive,0.0003,0.9005424954792043,0.894338429684596,0.3441706728418255,0.0009462289963266812,127,0,PASS
breast_cancer,569,30,2,8,16,553,14,adaptive_001,adaptive,adaptive,0.001,0.9023508137432188,0.8961625125180817,0.3052236657209886,0.0008718890021555126,96,0,PASS
breast_cancer,569,30,2,8,16,553,14,adaptive_003,adaptive,adaptive,0.003,0.8770343580470162,0.8706343745699738,0.3000476462176432,0.0008737039970583282,90,0,PASS
breast_cancer,569,30,2,8,16,553,52,constant_0003,constant,constant,0.0003,0.9620253164556962,0.9585559350342066,0.29780954711057844,0.001074116000381764,144,0,PASS
breast_cancer,569,30,2,8,16,553,52,constant_001,constant,constant,0.001,0.9566003616636528,0.9525810324129652,0.22073024319785545,0.001017574999423232,101,0,PASS
breast_cancer,569,30,2,8,16,553,52,constant_003,constant,constant,0.003,0.9511754068716094,0.9467147736154085,0.17950501900935678,0.0008336809987667948,70,0,PASS
breast_cancer,569,30,2,8,16,553,52,invscaling_0003,invscaling,invscaling,0.0003,0.9584086799276673,0.9546088812279405,0.6775740308778262,0.0007808020018273965,12,0,PASS
breast_cancer,569,30,2,8,16,553,52,invscaling_001,invscaling,invscaling,0.001,0.9584086799276673,0.9546088812279405,0.6012021980947319,0.000806978001492098,48,0,PASS
breast_cancer,569,30,2,8,16,553,52,invscaling_003,invscaling,invscaling,0.003,0.9584086799276673,0.9545043192102016,0.44782421293551455,0.0008556160028092563,84,0,PASS
breast_cancer,569,30,2,8,16,553,52,adaptive_0003,adaptive,adaptive,0.0003,0.9620253164556962,0.9585559350342066,0.29685628112494894,0.0009893050009850413,164,0,PASS
breast_cancer,569,30,2,8,16,553,52,adaptive_001,adaptive,adaptive,0.001,0.9566003616636528,0.9525810324129652,0.2198657827519505,0.000912219999008812,126,0,PASS
breast_cancer,569,30,2,8,16,553,52,adaptive_003,adaptive,adaptive,0.003,0.9511754068716094,0.9467147736154085,0.178756005399449,0.0008873159968061373,95,0,PASS
breast_cancer,569,30,2,8,16,553,88,constant_0003,constant,constant,0.0003,0.9602169981916817,0.957192118226601,0.29485158512828413,0.0009971430044970475,136,0,PASS
breast_cancer,569,30,2,8,16,553,88,constant_001,constant,constant,0.001,0.9656419529837251,0.9629132854939306,0.20710453843645865,0.0009385400044266135,99,0,PASS
breast_cancer,569,30,2,8,16,553,88,constant_003,constant,constant,0.003,0.969258589511754,0.966886810728941,0.15691062858644236,0.0008265889991889708,72,0,PASS
breast_cancer,569,30,2,8,16,553,88,invscaling_0003,invscaling,invscaling,0.0003,0.9385171790235082,0.9334206798866855,0.6754879972322976,0.0008024889975786209,14,0,PASS
breast_cancer,569,30,2,8,16,553,88,invscaling_001,invscaling,invscaling,0.001,0.9385171790235082,0.9334206798866855,0.5929055196917029,0.0011473800041130744,53,0,PASS
breast_cancer,569,30,2,8,16,553,88,invscaling_003,invscaling,invscaling,0.003,0.9475587703435805,0.943273023115969,0.4435073888076231,0.000975433002167847,82,0,PASS
breast_cancer,569,30,2,8,16,553,88,adaptive_0003,adaptive,adaptive,0.0003,0.9602169981916817,0.957192118226601,0.29377815335058455,0.0009108180020120926,156,0,PASS
breast_cancer,569,30,2,8,16,553,88,adaptive_001,adaptive,adaptive,0.001,0.9656419529837251,0.9629132854939306,0.20610908180302784,0.0009146980009973049,124,0,PASS
breast_cancer,569,30,2,8,16,553,88,adaptive_003,adaptive,adaptive,0.003,0.969258589511754,0.966886810728941,0.15606403562986873,0.0008902550034690648,97,0,PASS
breast_cancer,569,30,2,8,16,553,121,constant_0003,constant,constant,0.0003,0.8987341772151899,0.8890989829537315,0.27953481157966314,0.0008700300022610463,126,0,PASS
breast_cancer,569,30,2,8,16,553,121,constant_001,constant,constant,0.001,0.9005424954792043,0.8909516587609756,0.24567922160657701,0.0009866090040304698,79,0,PASS
breast_cancer,569,30,2,8,16,553,121,constant_003,constant,constant,0.003,0.9005424954792043,0.8909516587609756,0.23710546323932724,0.0008300150002469309,52,0,PASS
breast_cancer,569,30,2,8,16,553,121,invscaling_0003,invscaling,invscaling,0.0003,0.8987341772151899,0.8890989829537315,0.663735261631356,0.0007988709985511377,19,0,PASS
breast_cancer,569,30,2,8,16,553,121,invscaling_001,invscaling,invscaling,0.001,0.8969258589511754,0.886986264534102,0.5388966782250363,0.0008723370046936907,72,0,PASS
breast_cancer,569,30,2,8,16,553,121,invscaling_003,invscaling,invscaling,0.003,0.8987341772151899,0.8890989829537315,0.37590014526835097,0.0008365500034415163,95,0,PASS
breast_cancer,569,30,2,8,16,553,121,adaptive_0003,adaptive,adaptive,0.0003,0.8987341772151899,0.8890989829537315,0.2788689908411333,0.0009296570060541853,146,0,PASS
breast_cancer,569,30,2,8,16,553,121,adaptive_001,adaptive,adaptive,0.001,0.9005424954792043,0.8909516587609756,0.24527041537710975,0.0008814269967842847,104,0,PASS
breast_cancer,569,30,2,8,16,553,121,adaptive_003,adaptive,adaptive,0.003,0.9005424954792043,0.8909516587609756,0.23709244977636978,0.0008377510021091439,77,0,PASS
breast_cancer,569,30,2,8,16,553,169,constant_0003,constant,constant,0.0003,0.9330922242314648,0.9257402924513579,0.29186613719043547,0.0008941909982240759,130,0,PASS
breast_cancer,569,30,2,8,16,553,169,constant_001,constant,constant,0.001,0.9367088607594937,0.929575414888314,0.21920888240916642,0.0008800959985819645,91,0,PASS
breast_cancer,569,30,2,8,16,553,169,constant_003,constant,constant,0.003,0.9439421338155516,0.9377824071889755,0.17813095332986248,0.0008265069991466589,67,0,PASS
breast_cancer,569,30,2,8,16,553,169,invscaling_0003,invscaling,invscaling,0.0003,0.9330922242314648,0.925551152881932,0.6764429325852708,0.0008230399980675429,12,0,PASS
breast_cancer,569,30,2,8,16,553,169,invscaling_001,invscaling,invscaling,0.001,0.9312839059674503,0.923440687846109,0.5918237038469514,0.0007946039986563846,50,0,PASS
breast_cancer,569,30,2,8,16,553,169,invscaling_003,invscaling,invscaling,0.003,0.9330922242314648,0.925551152881932,0.4296125008879852,0.0009084300036192872,83,0,PASS
breast_cancer,569,30,2,8,16,553,169,adaptive_0003,adaptive,adaptive,0.0003,0.9330922242314648,0.9257402924513579,0.2908466944514417,0.0009004129969980568,150,0,PASS
breast_cancer,569,30,2,8,16,553,169,adaptive_001,adaptive,adaptive,0.001,0.9367088607594937,0.929575414888314,0.21831637464617365,0.00088014700304484,116,0,PASS
breast_cancer,569,30,2,8,16,553,169,adaptive_003,adaptive,adaptive,0.003,0.9439421338155516,0.9377824071889755,0.1774067913186435,0.0008641669992357492,92,0,PASS
breast_cancer,569,30,2,8,16,553,203,constant_0003,constant,constant,0.0003,0.9602169981916817,0.9566317800718644,0.27755534038175184,0.000878933999047149,119,0,PASS
breast_cancer,569,30,2,8,16,553,203,constant_001,constant,constant,0.001,0.9674502712477396,0.964516910967889,0.20651345257086193,0.001193650001368951,87,0,PASS
breast_cancer,569,30,2,8,16,553,203,constant_003,constant,constant,0.003,0.9529837251356239,0.948510242085661,0.18241990676760378,0.0008924860012484714,82,0,PASS
breast_cancer,569,30,2,8,16,553,203,invscaling_0003,invscaling,invscaling,0.0003,0.9439421338155516,0.9389592123769339,0.6740000838649357,0.000767710997024551,12,0,PASS
