dataset,n_samples,n_features,n_classes,train_per_class,train_rows,test_rows,seed,schedule,schedule_family,learning_rate,eta0,accuracy,macro_f1,log_loss,fit_seconds,n_iter,convergence_warning_count,status
wine,178,13,3,8,24,154,415,constant_003,constant,constant,0.003,0.961038961038961,0.9617613310384394,0.2983036317798682,0.0014191399968694896,100,0,PASS
wine,178,13,3,8,24,154,415,invscaling_0003,invscaling,invscaling,0.0003,0.8831168831168831,0.8843795093795094,1.091931852046614,0.0013000239996472374,7,0,PASS
wine,178,13,3,8,24,154,415,invscaling_001,invscaling,invscaling,0.001,0.8766233766233766,0.8780585609632007,1.0638948508863995,0.0012614360020961612,21,0,PASS
wine,178,13,3,8,24,154,415,invscaling_003,invscaling,invscaling,0.003,0.8961038961038961,0.896969696969697,0.9361623130159739,0.0013707780017284676,67,0,PASS
wine,178,13,3,8,24,154,415,adaptive_0003,adaptive,adaptive,0.0003,0.948051948051948,0.9489494977182856,0.6003835212831634,0.001668644996243529,199,0,PASS
wine,178,13,3,8,24,154,415,adaptive_001,adaptive,adaptive,0.001,0.9545454545454546,0.9549953314659195,0.4080197010844438,0.0016762890008976683,170,0,PASS
wine,178,13,3,8,24,154,415,adaptive_003,adaptive,adaptive,0.003,0.961038961038961,0.9617613310384394,0.2965780961839119,0.0015357379961642437,125,0,PASS
wine,178,13,3,8,24,154,509,constant_0003,constant,constant,0.0003,0.935064935064935,0.9378094472162615,0.6195322348081074,0.0015499590008403175,155,0,PASS
wine,178,13,3,8,24,154,509,constant_001,constant,constant,0.001,0.935064935064935,0.9378094472162615,0.4168291691784957,0.0014857920032227412,140,0,PASS
wine,178,13,3,8,24,154,509,constant_003,constant,constant,0.003,0.9545454545454546,0.9557653477394595,0.2952432569760072,0.0014731510018464178,109,0,PASS
wine,178,13,3,8,24,154,509,invscaling_0003,invscaling,invscaling,0.0003,0.9025974025974026,0.9066335615008182,1.0913775338908915,0.0012917620042571798,7,0,PASS
wine,178,13,3,8,24,154,509,invscaling_001,invscaling,invscaling,0.001,0.8831168831168831,0.8871554418868998,1.0614308479831256,0.0013382069955696352,20,0,PASS
wine,178,13,3,8,24,154,509,invscaling_003,invscaling,invscaling,0.003,0.9025974025974026,0.9066335615008182,0.9295962469637616,0.0013937100011389703,63,0,PASS
wine,178,13,3,8,24,154,509,adaptive_0003,adaptive,adaptive,0.0003,0.935064935064935,0.9378094472162615,0.6177566956014926,0.0016161210005520843,175,0,PASS
wine,178,13,3,8,24,154,509,adaptive_001,adaptive,adaptive,0.001,0.935064935064935,0.9378094472162615,0.41507896853619886,0.0017905580025399104,165,0,PASS
wine,178,13,3,8,24,154,509,adaptive_003,adaptive,adaptive,0.003,0.9545454545454546,0.9557653477394595,0.2936618842609784,0.001529169996501878,135,0,PASS
wine,178,13,3,16,48,130,14,constant_0003,constant,constant,0.0003,0.9846153846153847,0.9837261503928171,0.4993448234758327,0.001933148996613454,153,0,PASS
wine,178,13,3,16,48,130,14,constant_001,constant,constant,0.001,0.9923076923076923,0.9918136908962598,0.32079586394106896,0.001730677999148611,116,0,PASS
wine,178,13,3,16,48,130,14,constant_003,constant,constant,0.003,0.9923076923076923,0.9918136908962598,0.20323617846432515,0.0016228130043600686,86,0,PASS
wine,178,13,3,16,48,130,14,invscaling_0003,invscaling,invscaling,0.0003,0.9153846153846154,0.9196687955023934,1.088029694160402,0.0012341309993644245,9,0,PASS
wine,178,13,3,16,48,130,14,invscaling_001,invscaling,invscaling,0.001,0.8923076923076924,0.8970588235294118,1.0378787030880352,0.0013594639967777766,32,0,PASS
wine,178,13,3,16,48,130,14,invscaling_003,invscaling,invscaling,0.003,0.9153846153846154,0.9196687955023934,0.87067687367961,0.0015598709942423739,76,0,PASS
wine,178,13,3,16,48,130,14,adaptive_0003,adaptive,adaptive,0.0003,0.9846153846153847,0.9837261503928171,0.49738311152138975,0.002001973000005819,173,0,PASS
wine,178,13,3,16,48,130,14,adaptive_001,adaptive,adaptive,0.001,0.9923076923076923,0.9918136908962598,0.31871486260819726,0.001891287996841129,141,0,PASS
wine,178,13,3,16,48,130,14,adaptive_003,adaptive,adaptive,0.003,0.9923076923076923,0.9918136908962598,0.20106542319540407,0.0017561099957674742,112,0,PASS
wine,178,13,3,16,48,130,52,constant_0003,constant,constant,0.0003,0.9076923076923077,0.9080048053891113,0.5120506531611093,0.0019467039965093136,154,0,PASS
wine,178,13,3,16,48,130,52,constant_001,constant,constant,0.001,0.9230769230769231,0.9241970589796678,0.38158198731205983,0.0017517119995318353,108,0,PASS
wine,178,13,3,16,48,130,52,constant_003,constant,constant,0.003,0.9230769230769231,0.9241970589796678,0.3024710741444509,0.0016426180009148084,74,0,PASS
wine,178,13,3,16,48,130,52,invscaling_0003,invscaling,invscaling,0.0003,0.8615384615384616,0.8608041140719963,1.087772448971392,0.001230868001584895,9,0,PASS
wine,178,13,3,16,48,130,52,invscaling_001,invscaling,invscaling,0.001,0.8538461538461538,0.8526817457207949,1.0366020777459537,0.001342391005891841,33,0,PASS
wine,178,13,3,16,48,130,52,invscaling_003,invscaling,invscaling,0.003,0.8769230769230769,0.87647823586769,0.8595675513349424,0.0016350029982277192,79,0,PASS
wine,178,13,3,16,48,130,52,adaptive_0003,adaptive,adaptive,0.0003,0.9076923076923077,0.9080048053891113,0.5104668048738471,0.0021947790010017343,174,0,PASS
wine,178,13,3,16,48,130,52,adaptive_001,adaptive,adaptive,0.001,0.9230769230769231,0.9241970589796678,0.3799505289744353,0.0020832380032516085,133,0,PASS
wine,178,13,3,16,48,130,52,adaptive_003,adaptive,adaptive,0.003,0.9230769230769231,0.9241970589796678,0.30089261070498324,0.0017678639997029677,99,0,PASS
wine,178,13,3,16,48,130,88,constant_0003,constant,constant,0.0003,0.9384615384615385,0.9454874148240856,0.5060869024528997,0.0018870229978347197,146,0,PASS
wine,178,13,3,16,48,130,88,constant_001,constant,constant,0.001,0.9846153846153847,0.9862514029180697,0.33464575723238404,0.0017991399945458397,117,0,PASS
wine,178,13,3,16,48,130,88,constant_003,constant,constant,0.003,0.9846153846153847,0.9862514029180697,0.22573774090385923,0.0016583609976805747,89,0,PASS
wine,178,13,3,16,48,130,88,invscaling_0003,invscaling,invscaling,0.0003,0.8846153846153846,0.8955735492577598,1.0881436969109126,0.0012481969970394857,9,0,PASS
wine,178,13,3,16,48,130,88,invscaling_001,invscaling,invscaling,0.001,0.8538461538461538,0.8631899755692557,1.0398944495384832,0.0013328130007721484,32,0,PASS
wine,178,13,3,16,48,130,88,invscaling_003,invscaling,invscaling,0.003,0.8923076923076924,0.90248963998964,0.8732629632001013,0.0015952200046740472,78,0,PASS
wine,178,13,3,16,48,130,88,adaptive_0003,adaptive,adaptive,0.0003,0.9384615384615385,0.9454874148240856,0.5041958531489695,0.001994154998101294,166,0,PASS
wine,178,13,3,16,48,130,88,adaptive_001,adaptive,adaptive,0.001,0.9846153846153847,0.9862514029180697,0.33265440812004426,0.001872095999715384,142,0,PASS
wine,178,13,3,16,48,130,88,adaptive_003,adaptive,adaptive,0.003,0.9846153846153847,0.9862514029180697,0.22386230669101406,0.0017644719991949387,114,0,PASS
wine,178,13,3,16,48,130,121,constant_0003,constant,constant,0.0003,0.9538461538461539,0.9546079025787226,0.49870326410088534,0.0019294390003778972,154,0,PASS
wine,178,13,3,16,48,130,121,constant_001,constant,constant,0.001,0.9615384615384616,0.9616258534168982,0.3477992034367721,0.0022601739983656444,113,0,PASS
wine,178,13,3,16,48,130,121,constant_003,constant,constant,0.003,0.9615384615384616,0.9616258534168982,0.24617602182298468,0.0016099839995149523,81,0,PASS
wine,178,13,3,16,48,130,121,invscaling_0003,invscaling,invscaling,0.0003,0.8923076923076924,0.8926127214170693,1.0873406447140244,0.0011996790053672157,9,0,PASS
wine,178,13,3,16,48,130,121,invscaling_001,invscaling,invscaling,0.001,0.8769230769230769,0.8778565799842396,1.0333524892365276,0.0013424549979390576,36,0,PASS
wine,178,13,3,16,48,130,121,invscaling_003,invscaling,invscaling,0.003,0.9076923076923077,0.9088731144631765,0.8559314854396493,0.0016236169976764359,83,0,PASS
wine,178,13,3,16,48,130,121,adaptive_0003,adaptive,adaptive,0.0003,0.9538461538461539,0.9546079025787226,0.49695716810613566,0.002054620003036689,174,0,PASS
wine,178,13,3,16,48,130,121,adaptive_001,adaptive,adaptive,0.001,0.9615384615384616,0.9616258534168982,0.3458735647891133,0.0018980979948537424,138,0,PASS
wine,178,13,3,16,48,130,121,adaptive_003,adaptive,adaptive,0.003,0.9615384615384616,0.9616258534168982,0.24414300519835358,0.001825166997150518,106,0,PASS
wine,178,13,3,16,48,130,169,constant_0003,constant,constant,0.0003,0.9230769230769231,0.9232804232804233,0.5009678221413163,0.0019094649978796951,154,0,PASS
wine,178,13,3,16,48,130,169,constant_001,constant,constant,0.001,0.9384615384615385,0.939433551198257,0.34548336440690147,0.001737019993015565,112,0,PASS
wine,178,13,3,16,48,130,169,constant_003,constant,constant,0.003,0.9384615384615385,0.939433551198257,0.2530612694757318,0.0015868299960857257,80,0,PASS
wine,178,13,3,16,48,130,169,invscaling_0003,invscaling,invscaling,0.0003,0.9076923076923077,0.9080048053891113,1.0882896939720643,0.0012297880020923913,9,0,PASS
wine,178,13,3,16,48,130,169,invscaling_001,invscaling,invscaling,0.001,0.9,0.8999744051290444,1.039199987620942,0.0013666110025951639,35,0,PASS
wine,178,13,3,16,48,130,169,invscaling_003,invscaling,invscaling,0.003,0.9076923076923077,0.9080048053891113,0.8672172299759409,0.0016321799994329922,83,0,PASS
wine,178,13,3,16,48,130,169,adaptive_0003,adaptive,adaptive,0.0003,0.9230769230769231,0.9232804232804233,0.4992141616512653,0.002024916000664234,174,0,PASS
wine,178,13,3,16,48,130,169,adaptive_001,adaptive,adaptive,0.001,0.9384615384615385,0.939433551198257,0.34365759195200163,0.0019058609977946617,137,0,PASS
wine,178,13,3,16,48,130,169,adaptive_003,adaptive,adaptive,0.003,0.9384615384615385,0.939433551198257,0.2513330935221493,0.0017666459971223958,105,0,PASS
wine,178,13,3,16,48,130,203,constant_0003,constant,constant,0.0003,0.9461538461538461,0.947606090368009,0.5175325639982722,0.001941611000802368,153,0,PASS
wine,178,13,3,16,48,130,203,constant_001,constant,constant,0.001,0.9615384615384616,0.9627900189697942,0.357701016802554,0.0017484269992564805,115,0,PASS
wine,178,13,3,16,48,130,203,constant_003,constant,constant,0.003,0.9615384615384616,0.9627900189697942,0.2528626775742917,0.0016347269993275404,82,0,PASS
wine,178,13,3,16,48,130,203,invscaling_0003,invscaling,invscaling,0.0003,0.8769230769230769,0.8788196142138385,1.088465210781813,0.0012128360031056218,9,0,PASS
wine,178,13,3,16,48,130,203,invscaling_001,invscaling,invscaling,0.001,0.8692307692307693,0.8704521159529648,1.0403361316348791,0.0013261740023153834,33,0,PASS
wine,178,13,3,16,48,130,203,invscaling_003,invscaling,invscaling,0.003,0.9076923076923077,0.9088731144631765,0.8736367376169571,0.0016464109939988703,78,0,PASS
wine,178,13,3,16,48,130,203,adaptive_0003,adaptive,adaptive,0.0003,0.9461538461538461,0.947606090368009,0.5157488897182394,0.0020980339977541007,173,0,PASS
wine,178,13,3,16,48,130,203,adaptive_001,adaptive,adaptive,0.001,0.9615384615384616,0.9627900189697942,0.3557524085327985,0.002001205997657962,140,0,PASS
wine,178,13,3,16,48,130,203,adaptive_003,adaptive,adaptive,0.003,0.9615384615384616,0.9627900189697942,0.2508466605116538,0.0018354420026298612,107,0,PASS
wine,178,13,3,16,48,130,247,constant_0003,constant,constant,0.0003,0.9230769230769231,0.9253196930946291,0.5009384624485904,0.0020921969990013167,146,0,PASS
wine,178,13,3,16,48,130,247,constant_001,constant,constant,0.001,0.9307692307692308,0.9323741682506972,0.35130474009774015,0.0018076980049954727,108,0,PASS
wine,178,13,3,16,48,130,247,constant_003,constant,constant,0.003,0.9461538461538461,0.947606090368009,0.2574878403391842,0.0015966200007824227,80,0,PASS
wine,178,13,3,16,48,130,247,invscaling_0003,invscaling,invscaling,0.0003,0.9153846153846154,0.9170692431561998,1.0876606626189635,0.0012098449951736256,9,0,PASS
wine,178,13,3,16,48,130,247,invscaling_001,invscaling,invscaling,0.001,0.8923076923076924,0.8944486659912192,1.0347852967013544,0.0013489280026988126,34,0,PASS
wine,178,13,3,16,48,130,247,invscaling_003,invscaling,invscaling,0.003,0.9230769230769231,0.9253196930946291,0.8536986675605054,0.0016217099982895888,82,0,PASS
wine,178,13,3,16,48,130,247,adaptive_0003,adaptive,adaptive,0.0003,0.9230769230769231,0.9253196930946291,0.4992024250240594,0.0020160190033493564,166,0,PASS
wine,178,13,3,16,48,130,247,adaptive_001,adaptive,adaptive,0.001,0.9307692307692308,0.9323741682506972,0.34950033366121813,0.0018648439945536666,133,0,PASS
wine,178,13,3,16,48,130,247,adaptive_003,adaptive,adaptive,0.003,0.9461538461538461,0.947606090368009,0.25580387955534706,0.0017664600018179044,105,0,PASS
wine,178,13,3,16,48,130,314,constant_0003,constant,constant,0.0003,0.9538461538461539,0.9546079025787226,0.4936370132973664,0.001938173001690302,154,0,PASS
wine,178,13,3,16,48,130,314,constant_001,constant,constant,0.001,0.9538461538461539,0.9546079025787226,0.33975029114174826,0.0017511390033178031,110,0,PASS
wine,178,13,3,16,48,130,314,constant_003,constant,constant,0.003,0.9615384615384616,0.9627900189697942,0.2398921279338617,0.0015861909996601753,76,0,PASS
wine,178,13,3,16,48,130,314,invscaling_0003,invscaling,invscaling,0.0003,0.9307692307692308,0.9323741682506972,1.0878532621790755,0.0012096089994884096,9,0,PASS
wine,178,13,3,16,48,130,314,invscaling_001,invscaling,invscaling,0.001,0.9230769230769231,0.9253196930946291,1.0366040340124365,0.0013827639995724894,32,0,PASS
wine,178,13,3,16,48,130,314,invscaling_003,invscaling,invscaling,0.003,0.9307692307692308,0.9323741682506972,0.8590262034422519,0.0016212689952226356,77,0,PASS
wine,178,13,3,16,48,130,314,adaptive_0003,adaptive,adaptive,0.0003,0.9538461538461539,0.9546079025787226,0.49185304116744455,0.0020390069985296577,174,0,PASS
wine,178,13,3,16,48,130,314,adaptive_001,adaptive,adaptive,0.001,0.9538461538461539,0.9546079025787226,0.3378245085008285,0.001958802000444848,135,0,PASS
wine,178,13,3,16,48,130,314,adaptive_003,adaptive,adaptive,0.003,0.9615384615384616,0.9627900189697942,0.23799916500501161,0.0017205020049004816,101,0,PASS
wine,178,13,3,16,48,130,415,constant_0003,constant,constant,0.0003,0.9461538461538461,0.947606090368009,0.47517935773346903,0.0019029070026590489,162,0,PASS
wine,178,13,3,16,48,130,415,constant_001,constant,constant,0.001,0.9538461538461539,0.9546079025787226,0.3243712720924053,0.001735109995934181,117,0,PASS
wine,178,13,3,16,48,130,415,constant_003,constant,constant,0.003,0.9538461538461539,0.9558534058534058,0.23137514461307404,0.0016552279994357377,81,0,PASS
wine,178,13,3,16,48,130,415,invscaling_0003,invscaling,invscaling,0.0003,0.8846153846153846,0.8884916094584288,1.0872514976565402,0.001245820996700786,9,0,PASS
wine,178,13,3,16,48,130,415,invscaling_001,invscaling,invscaling,0.001,0.8769230769230769,0.8813071346903136,1.0344277459400548,0.0013524519963539205,31,0,PASS
wine,178,13,3,16,48,130,415,invscaling_003,invscaling,invscaling,0.003,0.9076923076923077,0.9099394783626401,0.8520917996791588,0.0016601870011072606,79,0,PASS
wine,178,13,3,16,48,130,415,adaptive_0003,adaptive,adaptive,0.0003,0.9461538461538461,0.947606090368009,0.47347032095610053,0.002060639002593234,182,0,PASS
wine,178,13,3,16,48,130,415,adaptive_001,adaptive,adaptive,0.001,0.9538461538461539,0.9546079025787226,0.3226062186528323,0.0018950459998450242,142,0,PASS
wine,178,13,3,16,48,130,415,adaptive_003,adaptive,adaptive,0.003,0.9538461538461539,0.9558534058534058,0.2296775164140267,0.0019251240009907633,106,0,PASS
wine,178,13,3,16,48,130,509,constant_0003,constant,constant,0.0003,0.9692307692307692,0.9686645928889493,0.49613987217506045,0.0020403539965627715,162,0,PASS
wine,178,13,3,16,48,130,509,constant_001,constant,constant,0.001,0.9846153846153847,0.9837261503928171,0.3224216342720979,0.0018006789978244342,120,0,PASS
wine,178,13,3,16,48,130,509,constant_003,constant,constant,0.003,0.9846153846153847,0.9837261503928171,0.22038662938171297,0.0016280390045722015,83,0,PASS
wine,178,13,3,16,48,130,509,invscaling_0003,invscaling,invscaling,0.0003,0.9230769230769231,0.9232804232804233,1.088208291870142,0.001270405002287589,10,0,PASS
wine,178,13,3,16,48,130,509,invscaling_001,invscaling,invscaling,0.001,0.9076923076923077,0.9073318216175359,1.0400395656171542,0.0017911499962792732,39,0,PASS
wine,178,13,3,16,48,130,509,invscaling_003,invscaling,invscaling,0.003,0.9307692307692308,0.9304896460753619,0.8747858401036758,0.0016077899999800138,86,0,PASS
wine,178,13,3,16,48,130,509,adaptive_0003,adaptive,adaptive,0.0003,0.9692307692307692,0.9686645928889493,0.4943021948984585,0.0020951400001649745,182,0,PASS
wine,178,13,3,16,48,130,509,adaptive_001,adaptive,adaptive,0.001,0.9846153846153847,0.9837261503928171,0.320501418142259,0.0021608280003420077,145,0,PASS
wine,178,13,3,16,48,130,509,adaptive_003,adaptive,adaptive,0.003,0.9846153846153847,0.9837261503928171,0.21840981170063556,0.001851135995821096,108,0,PASS
wine,178,13,3,32,96,82,14,constant_0003,constant,constant,0.0003,0.9390243902439024,0.9340713066740464,0.4170187610372134,0.0025931120035238564,136,0,PASS
wine,178,13,3,32,96,82,14,constant_001,constant,constant,0.001,0.9512195121951219,0.944944944944945,0.2873636646156496,0.0021666320026270114,93,0,PASS
wine,178,13,3,32,96,82,14,constant_003,constant,constant,0.003,0.9512195121951219,0.9473499473499474,0.20870871374709454,0.0019086140018771403,63,0,PASS
wine,178,13,3,32,96,82,14,invscaling_0003,invscaling,invscaling,0.0003,0.8780487804878049,0.8753603074623678,1.0834258458833512,0.0013433380008791573,12,0,PASS
wine,178,13,3,32,96,82,14,invscaling_001,invscaling,invscaling,0.001,0.8780487804878049,0.8753603074623678,1.0102467583225103,0.001797430006263312,46,0,PASS
wine,178,13,3,32,96,82,14,invscaling_003,invscaling,invscaling,0.003,0.926829268292683,0.9211165711165711,0.8113814160441051,0.0021481529984157532,85,0,PASS
wine,178,13,3,32,96,82,14,adaptive_0003,adaptive,adaptive,0.0003,0.9390243902439024,0.9340713066740464,0.4151300436088884,0.0027131419992656447,156,0,PASS
wine,178,13,3,32,96,82,14,adaptive_001,adaptive,adaptive,0.001,0.9512195121951219,0.944944944944945,0.28538290126236976,0.002425941995170433,118,0,PASS
wine,178,13,3,32,96,82,14,adaptive_003,adaptive,adaptive,0.003,0.9512195121951219,0.9473499473499474,0.20671772070407912,0.0021553469996433705,88,0,PASS
wine,178,13,3,32,96,82,52,constant_0003,constant,constant,0.0003,0.9390243902439024,0.9340713066740464,0.41451640929989053,0.002463299002556596,133,0,PASS
wine,178,13,3,32,96,82,52,constant_001,constant,constant,0.001,0.9512195121951219,0.9473499473499474,0.2846662893415388,0.0022318289993563667,92,0,PASS
wine,178,13,3,32,96,82,52,constant_003,constant,constant,0.003,0.9634146341463414,0.9609982174688056,0.20796765615587973,0.001870356994913891,63,0,PASS
wine,178,13,3,32,96,82,52,invscaling_0003,invscaling,invscaling,0.0003,0.8658536585365854,0.8643934653228061,1.0830979210788263,0.0013183560004108585,11,0,PASS
wine,178,13,3,32,96,82,52,invscaling_001,invscaling,invscaling,0.001,0.8780487804878049,0.8776867595411962,1.0057494455394944,0.0017247380019398406,46,0,PASS
wine,178,13,3,32,96,82,52,invscaling_003,invscaling,invscaling,0.003,0.9146341463414634,0.9125552535485819,0.8010790287620698,0.0022524239975609817,87,0,PASS
wine,178,13,3,32,96,82,52,adaptive_0003,adaptive,adaptive,0.0003,0.9390243902439024,0.9340713066740464,0.4126592302758082,0.0027355920028639957,153,0,PASS
wine,178,13,3,32,96,82,52,adaptive_001,adaptive,adaptive,0.001,0.9512195121951219,0.9473499473499474,0.28276263594954426,0.0026493460027268156,117,0,PASS
wine,178,13,3,32,96,82,52,adaptive_003,adaptive,adaptive,0.003,0.9634146341463414,0.9609982174688056,0.20620966069474778,0.002347581001231447,88,0,PASS
wine,178,13,3,32,96,82,88,constant_0003,constant,constant,0.0003,0.926829268292683,0.9296258733378409,0.41139637352235764,0.0024875409944797866,127,0,PASS
wine,178,13,3,32,96,82,88,constant_001,constant,constant,0.001,0.975609756097561,0.9793233082706768,0.280499090732879,0.0021358279991545714,87,0,PASS
wine,178,13,3,32,96,82,88,constant_003,constant,constant,0.003,0.975609756097561,0.9793233082706768,0.1981673631929684,0.0018570140018709935,59,0,PASS
wine,178,13,3,32,96,82,88,invscaling_0003,invscaling,invscaling,0.0003,0.9024390243902439,0.9089635854341737,1.0824191109185684,0.0013019850011914968,11,0,PASS
wine,178,13,3,32,96,82,88,invscaling_001,invscaling,invscaling,0.001,0.8902439024390244,0.8946169772256729,1.00237049478417,0.0016265950034721754,45,0,PASS
wine,178,13,3,32,96,82,88,invscaling_003,invscaling,invscaling,0.003,0.926829268292683,0.9296258733378409,0.7949534537978238,0.0021840219997102395,83,0,PASS
wine,178,13,3,32,96,82,88,adaptive_0003,adaptive,adaptive,0.0003,0.926829268292683,0.9296258733378409,0.40946359103641206,0.0027593639970291406,147,0,PASS
wine,178,13,3,32,96,82,88,adaptive_001,adaptive,adaptive,0.001,0.975609756097561,0.9793233082706768,0.2784202573307333,0.002578732994152233,112,0,PASS
wine,178,13,3,32,96,82,88,adaptive_003,adaptive,adaptive,0.003,0.975609756097561,0.9793233082706768,0.19604679671219508,0.002438206000078935,84,0,PASS
wine,178,13,3,32,96,82,121,constant_0003,constant,constant,0.0003,0.9390243902439024,0.9340713066740464,0.41908399696494186,0.0025011159959831275,135,0,PASS
wine,178,13,3,32,96,82,121,constant_001,constant,constant,0.001,0.9512195121951219,0.944944944944945,0.2989619845598579,0.0021575569990091026,92,0,PASS
wine,178,13,3,32,96,82,121,constant_003,constant,constant,0.003,0.9512195121951219,0.944944944944945,0.22906705271526606,0.0018515230040065944,62,0,PASS
wine,178,13,3,32,96,82,121,invscaling_0003,invscaling,invscaling,0.0003,0.8902439024390244,0.8912361145227763,1.0838194247481547,0.001357843000732828,11,0,PASS
wine,178,13,3,32,96,82,121,invscaling_001,invscaling,invscaling,0.001,0.8902439024390244,0.8912361145227763,1.009102446546647,0.0016506530009792186,44,0,PASS
wine,178,13,3,32,96,82,121,invscaling_003,invscaling,invscaling,0.003,0.9146341463414634,0.9125552535485819,0.8051294730117464,0.0023810700004105456,86,0,PASS
wine,178,13,3,32,96,82,121,adaptive_0003,adaptive,adaptive,0.0003,0.9390243902439024,0.9340713066740464,0.41732557004541243,0.006429980996472295,155,0,PASS
wine,178,13,3,32,96,82,121,adaptive_001,adaptive,adaptive,0.001,0.9512195121951219,0.944944944944945,0.29718205190434815,0.0025533239968353882,117,0,PASS
wine,178,13,3,32,96,82,121,adaptive_003,adaptive,adaptive,0.003,0.9512195121951219,0.944944944944945,0.227364166200389,0.002459534996887669,87,0,PASS
wine,178,13,3,32,96,82,169,constant_0003,constant,constant,0.0003,0.9634146341463414,0.9609982174688056,0.4103921827976513,0.002460976997099351,134,0,PASS
wine,178,13,3,32,96,82,169,constant_001,constant,constant,0.001,0.9634146341463414,0.9609982174688056,0.2743239491733186,0.002139085001545027,93,0,PASS
wine,178,13,3,32,96,82,169,constant_003,constant,constant,0.003,0.9878048780487805,0.9896103896103896,0.19042004717270258,0.0019647849985631183,65,0,PASS
wine,178,13,3,32,96,82,169,invscaling_0003,invscaling,invscaling,0.0003,0.8902439024390244,0.8946169772256729,1.0831330977985165,0.0013127069978509098,12,0,PASS
wine,178,13,3,32,96,82,169,invscaling_001,invscaling,invscaling,0.001,0.8902439024390244,0.8946169772256729,1.0080858311556413,0.0016090930002974346,47,0,PASS
wine,178,13,3,32,96,82,169,invscaling_003,invscaling,invscaling,0.003,0.926829268292683,0.9296258733378409,0.8067459622613745,0.0023203759992611594,84,0,PASS
wine,178,13,3,32,96,82,169,adaptive_0003,adaptive,adaptive,0.0003,0.9634146341463414,0.9609982174688056,0.408435518241166,0.0027414020005380735,154,0,PASS
wine,178,13,3,32,96,82,169,adaptive_001,adaptive,adaptive,0.001,0.9634146341463414,0.9609982174688056,0.2722470886119679,0.0025824330004979856,118,0,PASS
wine,178,13,3,32,96,82,169,adaptive_003,adaptive,adaptive,0.003,0.9878048780487805,0.9896103896103896,0.18843390006741803,0.002184279997891281,90,0,PASS
wine,178,13,3,32,96,82,203,constant_0003,constant,constant,0.0003,0.9634146341463414,0.9646608946608947,0.4032981747863992,0.0024899339987314306,131,0,PASS
wine,178,13,3,32,96,82,203,constant_001,constant,constant,0.001,0.9634146341463414,0.9646608946608947,0.2754000591216714,0.0021833190039615147,91,0,PASS
wine,178,13,3,32,96,82,203,constant_003,constant,constant,0.003,0.9634146341463414,0.9646608946608947,0.19572239322847845,0.0019139509968226776,64,0,PASS
wine,178,13,3,32,96,82,203,invscaling_0003,invscaling,invscaling,0.0003,0.8536585365853658,0.8593461496687302,1.0821545633848968,0.0013003840067540295,11,0,PASS
wine,178,13,3,32,96,82,203,invscaling_001,invscaling,invscaling,0.001,0.8536585365853658,0.8593461496687302,1.0007236027931266,0.0016246649975073524,46,0,PASS
wine,178,13,3,32,96,82,203,invscaling_003,invscaling,invscaling,0.003,0.8780487804878049,0.8841575974652156,0.7918166534764841,0.002326531997823622,85,0,PASS
wine,178,13,3,32,96,82,203,adaptive_0003,adaptive,adaptive,0.0003,0.9634146341463414,0.9646608946608947,0.4014645590981185,0.0028811330048483796,151,0,PASS
wine,178,13,3,32,96,82,203,adaptive_001,adaptive,adaptive,0.001,0.9634146341463414,0.9646608946608947,0.27345158498509936,0.0025359110004501417,116,0,PASS
wine,178,13,3,32,96,82,203,adaptive_003,adaptive,adaptive,0.003,0.9634146341463414,0.9646608946608947,0.1937940595161868,0.0022131480000098236,89,0,PASS
wine,178,13,3,32,96,82,247,constant_0003,constant,constant,0.0003,0.9512195121951219,0.9473499473499474,0.42990424918270675,0.0024927619961090386,131,0,PASS
wine,178,13,3,32,96,82,247,constant_001,constant,constant,0.001,0.9512195121951219,0.9473499473499474,0.30206507248528314,0.002136464994691778,89,0,PASS
wine,178,13,3,32,96,82,247,constant_003,constant,constant,0.003,0.9634146341463414,0.958095238095238,0.21810445679281737,0.0018513030008762144,62,0,PASS
wine,178,13,3,32,96,82,247,invscaling_0003,invscaling,invscaling,0.0003,0.8292682926829268,0.8270833333333334,1.082868802207883,0.0013102529992465861,13,0,PASS
wine,178,13,3,32,96,82,247,invscaling_001,invscaling,invscaling,0.001,0.8292682926829268,0.8270833333333334,1.0047360604574325,0.0017470890015829355,52,0,PASS
wine,178,13,3,32,96,82,247,invscaling_003,invscaling,invscaling,0.003,0.8902439024390244,0.8847879173966131,0.8049723149894058,0.0021667440014425665,88,0,PASS
wine,178,13,3,32,96,82,247,adaptive_0003,adaptive,adaptive,0.0003,0.9512195121951219,0.9473499473499474,0.4280203886376848,0.002800083006150089,151,0,PASS
wine,178,13,3,32,96,82,247,adaptive_001,adaptive,adaptive,0.001,0.9512195121951219,0.9473499473499474,0.29999723925383887,0.00249338400317356,114,0,PASS
wine,178,13,3,32,96,82,247,adaptive_003,adaptive,adaptive,0.003,0.9634146341463414,0.958095238095238,0.21599769038648622,0.002155522000975907,87,0,PASS
wine,178,13,3,32,96,82,314,constant_0003,constant,constant,0.0003,0.9878048780487805,0.9896103896103896,0.3836099719036763,0.002496740999049507,135,0,PASS
wine,178,13,3,32,96,82,314,constant_001,constant,constant,0.001,0.975609756097561,0.9750664540138224,0.25097424995063977,0.002177442001993768,95,0,PASS
