dataset,train_split,eval_split,train_per_class,train_rows,test_per_class_cap,test_rows,seed,test_selection_seed,schedule,schedule_family,learning_rate,eta0,accuracy,macro_f1,log_loss,fit_seconds,n_iter,convergence_warning_count,status
ag_news,train,test,64,256,500,2000,203,20260801,adaptive_01,adaptive,adaptive,0.01,0.712,0.7090841454680854,1.0176192945961173,0.026049143009004183,192,0,PASS
ag_news,train,test,64,256,500,2000,247,20260801,constant_001,constant,constant,0.001,0.3245,0.23964534462861736,1.3763005839312203,0.014891311002429575,42,0,PASS
ag_news,train,test,64,256,500,2000,247,20260801,invscaling_001,invscaling,invscaling,0.001,0.6745,0.6689755320834881,1.3862056884715648,0.013572735988418572,6,0,PASS
ag_news,train,test,64,256,500,2000,247,20260801,adaptive_001,adaptive,adaptive,0.001,0.333,0.2540138655192702,1.3759014204881375,0.016934198996750638,67,0,PASS
ag_news,train,test,64,256,500,2000,247,20260801,optimal_builtin,optimal,optimal,0.001,0.707,0.7060515354467145,0.951198313328534,0.013263669010484591,9,0,PASS
ag_news,train,test,64,256,500,2000,247,20260801,constant_01,constant,constant,0.01,0.736,0.7330824148795174,1.012636202193138,0.024487646005582064,164,0,PASS
ag_news,train,test,64,256,500,2000,247,20260801,adaptive_01,adaptive,adaptive,0.01,0.7365,0.733601529381072,1.0111099053641786,0.02712016498844605,194,0,PASS
ag_news,train,test,64,256,500,2000,314,20260801,constant_001,constant,constant,0.001,0.574,0.5539286009231005,1.377422064297169,0.014080131993978284,35,0,PASS
ag_news,train,test,64,256,500,2000,314,20260801,invscaling_001,invscaling,invscaling,0.001,0.6815,0.6763322932762017,1.3862052654656165,0.01286900600825902,6,0,PASS
ag_news,train,test,64,256,500,2000,314,20260801,adaptive_001,adaptive,adaptive,0.001,0.5855,0.5683355942675781,1.377034907783121,0.017632204995607026,60,0,PASS
ag_news,train,test,64,256,500,2000,314,20260801,optimal_builtin,optimal,optimal,0.001,0.7045,0.7037073078286953,0.9542105928496233,0.012964609006303363,9,0,PASS
ag_news,train,test,64,256,500,2000,314,20260801,constant_01,constant,constant,0.01,0.7155,0.7132475096044094,1.0186853232160225,0.023826503005693667,161,0,PASS
ag_news,train,test,64,256,500,2000,314,20260801,adaptive_01,adaptive,adaptive,0.01,0.7155,0.7132475096044094,1.0171553951466374,0.026178282001637854,191,0,PASS
ag_news,train,test,64,256,500,2000,415,20260801,constant_001,constant,constant,0.001,0.436,0.4031131571358644,1.3760059317441549,0.016745543995057233,38,0,PASS
ag_news,train,test,64,256,500,2000,415,20260801,invscaling_001,invscaling,invscaling,0.001,0.6905,0.6791661252446006,1.3861985393360818,0.012389998999424279,6,0,PASS
ag_news,train,test,64,256,500,2000,415,20260801,adaptive_001,adaptive,adaptive,0.001,0.4455,0.4157151330949569,1.3755730667335662,0.0160064230003627,63,0,PASS
ag_news,train,test,64,256,500,2000,415,20260801,optimal_builtin,optimal,optimal,0.001,0.7165,0.7157009220898713,0.9394382614727336,0.012881207003374584,9,0,PASS
ag_news,train,test,64,256,500,2000,415,20260801,constant_01,constant,constant,0.01,0.7515,0.7489579365389354,0.9902679495638154,0.023583993999636732,161,0,PASS
ag_news,train,test,64,256,500,2000,415,20260801,adaptive_01,adaptive,adaptive,0.01,0.752,0.749504772543594,0.9886812275047225,0.0261271789931925,191,0,PASS
ag_news,train,test,64,256,500,2000,509,20260801,constant_001,constant,constant,0.001,0.6745,0.6599883446325383,1.3752411988320699,0.014623772003687918,40,0,PASS
ag_news,train,test,64,256,500,2000,509,20260801,invscaling_001,invscaling,invscaling,0.001,0.709,0.7027034445023378,1.3861994494561425,0.01232664700364694,6,0,PASS
ag_news,train,test,64,256,500,2000,509,20260801,adaptive_001,adaptive,adaptive,0.001,0.6755,0.6612035189720469,1.3748232112252452,0.016678867003065534,65,0,PASS
ag_news,train,test,64,256,500,2000,509,20260801,optimal_builtin,optimal,optimal,0.001,0.6915,0.6908332895216833,1.0023094930622287,0.01317036699037999,9,0,PASS
ag_news,train,test,64,256,500,2000,509,20260801,constant_01,constant,constant,0.01,0.7325,0.7297823187337925,1.0053799165024102,0.02394208799523767,161,0,PASS
ag_news,train,test,64,256,500,2000,509,20260801,adaptive_01,adaptive,adaptive,0.01,0.7325,0.7297823187337925,1.0038647396801879,0.026043493999168277,191,0,PASS
ag_news,train,test,128,512,500,2000,14,20260801,constant_001,constant,constant,0.001,0.756,0.7482906779615971,1.350275140090343,0.034147323996876366,74,0,PASS
ag_news,train,test,128,512,500,2000,14,20260801,invscaling_001,invscaling,invscaling,0.001,0.745,0.7417800047355084,1.3861950869211006,0.023501585994381458,6,0,PASS
ag_news,train,test,128,512,500,2000,14,20260801,adaptive_001,adaptive,adaptive,0.001,0.757,0.7493978048655302,1.349589898199234,0.04185913498804439,99,0,PASS
ag_news,train,test,128,512,500,2000,14,20260801,optimal_builtin,optimal,optimal,0.001,0.7685,0.7670326839404831,0.7161183305082022,0.023550237994641066,9,0,PASS
ag_news,train,test,128,512,500,2000,14,20260801,constant_01,constant,constant,0.01,0.7875,0.7848583640126623,0.8921363449219564,0.04693800400127657,154,0,PASS
ag_news,train,test,128,512,500,2000,14,20260801,adaptive_01,adaptive,adaptive,0.01,0.7875,0.7848583640126623,0.8903755081240956,0.05224039900349453,184,0,PASS
ag_news,train,test,128,512,500,2000,52,20260801,constant_001,constant,constant,0.001,0.7515,0.7457805507264363,1.3489839648848034,0.03559223099728115,73,0,PASS
ag_news,train,test,128,512,500,2000,52,20260801,invscaling_001,invscaling,invscaling,0.001,0.7625,0.7584603037275214,1.3861918874015018,0.023857556996517815,6,0,PASS
ag_news,train,test,128,512,500,2000,52,20260801,adaptive_001,adaptive,adaptive,0.001,0.752,0.7462922886009953,1.3482894782755215,0.03857997400336899,98,0,PASS
ag_news,train,test,128,512,500,2000,52,20260801,optimal_builtin,optimal,optimal,0.001,0.765,0.7633169227740827,0.7183403956722961,0.023821265989681706,9,0,PASS
ag_news,train,test,128,512,500,2000,52,20260801,constant_01,constant,constant,0.01,0.783,0.7806592578076096,0.8924190314790695,0.04707828600658104,154,0,PASS
ag_news,train,test,128,512,500,2000,52,20260801,adaptive_01,adaptive,adaptive,0.01,0.7825,0.7801612397696157,0.8906490925280142,0.0526337110059103,184,0,PASS
ag_news,train,test,128,512,500,2000,88,20260801,constant_001,constant,constant,0.001,0.7225,0.7229251472011465,1.3451456623358886,0.0340543859929312,79,0,PASS
ag_news,train,test,128,512,500,2000,88,20260801,invscaling_001,invscaling,invscaling,0.001,0.7245,0.7236294767937466,1.3861900205531918,0.025209416999132372,6,0,PASS
ag_news,train,test,128,512,500,2000,88,20260801,adaptive_001,adaptive,adaptive,0.001,0.723,0.7232172264799045,1.344420176861683,0.03864661499392241,104,0,PASS
ag_news,train,test,128,512,500,2000,88,20260801,optimal_builtin,optimal,optimal,0.001,0.751,0.7500017454148284,0.7354671674542471,0.02435995299310889,9,0,PASS
ag_news,train,test,128,512,500,2000,88,20260801,constant_01,constant,constant,0.01,0.7775,0.7753517124570135,0.8899533937574888,0.04720376699697226,153,0,PASS
ag_news,train,test,128,512,500,2000,88,20260801,adaptive_01,adaptive,adaptive,0.01,0.7775,0.7753650126541939,0.888216322192657,0.051791906997095793,183,0,PASS
ag_news,train,test,128,512,500,2000,121,20260801,constant_001,constant,constant,0.001,0.761,0.7578128160470476,1.3485429996162581,0.03421994099335279,73,0,PASS
ag_news,train,test,128,512,500,2000,121,20260801,invscaling_001,invscaling,invscaling,0.001,0.746,0.7429727817675019,1.386190326277992,0.023744278005324304,6,0,PASS
ag_news,train,test,128,512,500,2000,121,20260801,adaptive_001,adaptive,adaptive,0.001,0.7625,0.7593598712713425,1.3478396065579599,0.038548897005966865,98,0,PASS
ag_news,train,test,128,512,500,2000,121,20260801,optimal_builtin,optimal,optimal,0.001,0.7685,0.7666737683157557,0.7201308397692767,0.023625859001185745,9,0,PASS
ag_news,train,test,128,512,500,2000,121,20260801,constant_01,constant,constant,0.01,0.781,0.7785244014047825,0.8929273557720148,0.04794227999809664,153,0,PASS
ag_news,train,test,128,512,500,2000,121,20260801,adaptive_01,adaptive,adaptive,0.01,0.7805,0.7780287092234404,0.891195024958617,0.052153926008031704,183,0,PASS
ag_news,train,test,128,512,500,2000,169,20260801,constant_001,constant,constant,0.001,0.7685,0.7659588951943506,1.3450251910890163,0.03541915699315723,78,0,PASS
ag_news,train,test,128,512,500,2000,169,20260801,invscaling_001,invscaling,invscaling,0.001,0.73,0.7255543922633263,1.3861862609485243,0.024274926996440627,6,0,PASS
ag_news,train,test,128,512,500,2000,169,20260801,adaptive_001,adaptive,adaptive,0.001,0.769,0.7664311726295676,1.344299563914947,0.04207238199887797,103,0,PASS
ag_news,train,test,128,512,500,2000,169,20260801,optimal_builtin,optimal,optimal,0.001,0.7675,0.7667691761448031,0.7269941063070353,0.024426351999863982,9,0,PASS
ag_news,train,test,128,512,500,2000,169,20260801,constant_01,constant,constant,0.01,0.7795,0.7770738140654425,0.8899423030889423,0.046794547990430146,153,0,PASS
ag_news,train,test,128,512,500,2000,169,20260801,adaptive_01,adaptive,adaptive,0.01,0.779,0.7765635570167465,0.8882201957882622,0.05285172301228158,183,0,PASS
ag_news,train,test,128,512,500,2000,203,20260801,constant_001,constant,constant,0.001,0.75,0.7444746395076283,1.3465453761232937,0.034542806999525055,76,0,PASS
ag_news,train,test,128,512,500,2000,203,20260801,invscaling_001,invscaling,invscaling,0.001,0.722,0.7177748252934009,1.3861892641020408,0.023686373999225907,6,0,PASS
ag_news,train,test,128,512,500,2000,203,20260801,adaptive_001,adaptive,adaptive,0.001,0.75,0.7445318168384173,1.3458303893907295,0.03905837699130643,101,0,PASS
ag_news,train,test,128,512,500,2000,203,20260801,optimal_builtin,optimal,optimal,0.001,0.7745,0.7729609188492685,0.7013371518685709,0.02430307399481535,9,0,PASS
ag_news,train,test,128,512,500,2000,203,20260801,constant_01,constant,constant,0.01,0.786,0.7838217407885418,0.8905180856238274,0.047204332004184835,152,0,PASS
ag_news,train,test,128,512,500,2000,203,20260801,adaptive_01,adaptive,adaptive,0.01,0.7855,0.7833666641815427,0.8887481934385907,0.05346858200209681,182,0,PASS
ag_news,train,test,128,512,500,2000,247,20260801,constant_001,constant,constant,0.001,0.771,0.768007806621787,1.3468173057494306,0.0339496130036423,75,0,PASS
ag_news,train,test,128,512,500,2000,247,20260801,invscaling_001,invscaling,invscaling,0.001,0.7675,0.7637379649597728,1.3861903505929465,0.024279040007968433,6,0,PASS
ag_news,train,test,128,512,500,2000,247,20260801,adaptive_001,adaptive,adaptive,0.001,0.771,0.7680238622468496,1.34610202333921,0.038346696994267404,100,0,PASS
ag_news,train,test,128,512,500,2000,247,20260801,optimal_builtin,optimal,optimal,0.001,0.7845,0.7841243532034646,0.6677000907509462,0.02350277300865855,9,0,PASS
ag_news,train,test,128,512,500,2000,247,20260801,constant_01,constant,constant,0.01,0.7975,0.7959306081157534,0.8790241638559609,0.04807586899551097,153,0,PASS
ag_news,train,test,128,512,500,2000,247,20260801,adaptive_01,adaptive,adaptive,0.01,0.7975,0.7959907414074695,0.8772319729819582,0.05281354700855445,183,0,PASS
ag_news,train,test,128,512,500,2000,314,20260801,constant_001,constant,constant,0.001,0.7645,0.7616502927119752,1.3488824226896983,0.0338813830021536,75,0,PASS
ag_news,train,test,128,512,500,2000,314,20260801,invscaling_001,invscaling,invscaling,0.001,0.7005,0.6946088329189918,1.3861926154720108,0.023551031001261435,6,0,PASS
ag_news,train,test,128,512,500,2000,314,20260801,adaptive_001,adaptive,adaptive,0.001,0.764,0.7611409717538736,1.3481912989702456,0.039589785010321066,100,0,PASS
ag_news,train,test,128,512,500,2000,314,20260801,optimal_builtin,optimal,optimal,0.001,0.764,0.7616695140320703,0.7184153519296309,0.024423987008049153,9,0,PASS
ag_news,train,test,128,512,500,2000,314,20260801,constant_01,constant,constant,0.01,0.775,0.7725826763957734,0.895233027690956,0.0483643340121489,154,0,PASS
ag_news,train,test,128,512,500,2000,314,20260801,adaptive_01,adaptive,adaptive,0.01,0.7755,0.7731082602397759,0.8934816415096186,0.05181226399145089,184,0,PASS
ag_news,train,test,128,512,500,2000,415,20260801,constant_001,constant,constant,0.001,0.762,0.7567167045563507,1.3462662733705562,0.03380300798744429,74,0,PASS
ag_news,train,test,128,512,500,2000,415,20260801,invscaling_001,invscaling,invscaling,0.001,0.756,0.7515699553332892,1.3861867841158806,0.023385542997857556,6,0,PASS
ag_news,train,test,128,512,500,2000,415,20260801,adaptive_001,adaptive,adaptive,0.001,0.762,0.7567167045563507,1.3455395421966467,0.03773464400728699,99,0,PASS
ag_news,train,test,128,512,500,2000,415,20260801,optimal_builtin,optimal,optimal,0.001,0.773,0.7721938490668531,0.7276105562340617,0.023898929997812957,9,0,PASS
ag_news,train,test,128,512,500,2000,415,20260801,constant_01,constant,constant,0.01,0.7835,0.7818303003237786,0.8811639509152503,0.04633747499610763,152,0,PASS
ag_news,train,test,128,512,500,2000,415,20260801,adaptive_01,adaptive,adaptive,0.01,0.7835,0.7818303003237786,0.8793991804300849,0.05171326799609233,182,0,PASS
ag_news,train,test,128,512,500,2000,509,20260801,constant_001,constant,constant,0.001,0.774,0.7698799620800905,1.3469137687747097,0.0346845729945926,74,0,PASS
ag_news,train,test,128,512,500,2000,509,20260801,invscaling_001,invscaling,invscaling,0.001,0.7495,0.740651028604665,1.386188891232931,0.023896612008684315,6,0,PASS
ag_news,train,test,128,512,500,2000,509,20260801,adaptive_001,adaptive,adaptive,0.001,0.774,0.7698747195061446,1.3461970616060965,0.03809923000517301,99,0,PASS
ag_news,train,test,128,512,500,2000,509,20260801,optimal_builtin,optimal,optimal,0.001,0.776,0.7747064825652459,0.7039787062912365,0.025023900001542643,9,0,PASS
ag_news,train,test,128,512,500,2000,509,20260801,constant_01,constant,constant,0.01,0.794,0.791799092501271,0.8824004070360586,0.04760669398820028,154,0,PASS
ag_news,train,test,128,512,500,2000,509,20260801,adaptive_01,adaptive,adaptive,0.01,0.794,0.7917994799681634,0.8806450293114368,0.052075255996896885,184,0,PASS
