dataset,train_per_class,schedule_count,seed_count,macro_f1_range,accuracy_range,log_loss_range,runtime_ratio,n_iter_range,best_schedule,best_schedule_family,best_macro_f1,worst_schedule,worst_schedule_family,worst_macro_f1,fastest_schedule,fastest_fit_seconds,interpretable
ag_news,16,6,10,0.04436178013058639,0.031000000000000083,0.9207763090227365,1.849174071515464,190.4,adaptive_01,adaptive,0.4959926666822107,invscaling_001,invscaling,0.4516308865516243,invscaling_001,0.0046297975015477276,True
ag_news,32,6,10,0.03260317908766697,0.027150000000000007,0.3688839259507606,1.8507047609210012,190.4,adaptive_01,adaptive,0.6133179782221749,invscaling_001,invscaling,0.580714799134508,invscaling_001,0.007220362199586816,True
ag_news,64,6,10,0.30873373237731844,0.257,0.3711835484780681,2.0265110626784564,185.8,adaptive_01,adaptive,0.718001492675454,constant_001,constant,0.40926776029813555,invscaling_001,0.012988015699374956,True
ag_news,128,6,10,0.046169240147490465,0.04409999999999992,0.6725808790832617,2.187069355462438,177.2,constant_01,constant,0.7822431967872628,invscaling_001,invscaling,0.7360739566397724,invscaling_001,0.02393863650067942,True
