dataset,train_per_class,train_rows,test_rows,seed,schedule,schedule_family,learning_rate,eta0,power_t,n_iter,t_,final_learning_rate,final_learning_rate_note,test_log_loss,test_macro_f1,convergence_warning_count,max_iter,tol,alpha,class_weight
wine,32,96,82,88,constant_0003,constant,constant,0.0003,0.5,127,12193.0,0.0003,constant eta0,0.41139637352235764,0.9296258733378409,0,1000,0.001,0.0001,balanced
wine,32,96,82,121,constant_0003,constant,constant,0.0003,0.5,135,12961.0,0.0003,constant eta0,0.41908399696494186,0.9340713066740464,0,1000,0.001,0.0001,balanced
wine,32,96,82,169,constant_0003,constant,constant,0.0003,0.5,134,12865.0,0.0003,constant eta0,0.4103921827976513,0.9609982174688056,0,1000,0.001,0.0001,balanced
wine,32,96,82,203,constant_0003,constant,constant,0.0003,0.5,131,12577.0,0.0003,constant eta0,0.4032981747863992,0.9646608946608947,0,1000,0.001,0.0001,balanced
wine,32,96,82,247,constant_0003,constant,constant,0.0003,0.5,131,12577.0,0.0003,constant eta0,0.42990424918270675,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,314,constant_0003,constant,constant,0.0003,0.5,135,12961.0,0.0003,constant eta0,0.3836099719036763,0.9896103896103896,0,1000,0.001,0.0001,balanced
wine,32,96,82,415,constant_0003,constant,constant,0.0003,0.5,131,12577.0,0.0003,constant eta0,0.42058560242772086,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,509,constant_0003,constant,constant,0.0003,0.5,137,13153.0,0.0003,constant eta0,0.3886576374733688,0.9855699855699855,0,1000,0.001,0.0001,balanced
wine,32,96,82,14,constant_001,constant,constant,0.001,0.5,93,8929.0,0.001,constant eta0,0.2873636646156496,0.944944944944945,0,1000,0.001,0.0001,balanced
wine,32,96,82,52,constant_001,constant,constant,0.001,0.5,92,8833.0,0.001,constant eta0,0.2846662893415388,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,88,constant_001,constant,constant,0.001,0.5,87,8353.0,0.001,constant eta0,0.280499090732879,0.9793233082706768,0,1000,0.001,0.0001,balanced
wine,32,96,82,121,constant_001,constant,constant,0.001,0.5,92,8833.0,0.001,constant eta0,0.2989619845598579,0.944944944944945,0,1000,0.001,0.0001,balanced
wine,32,96,82,169,constant_001,constant,constant,0.001,0.5,93,8929.0,0.001,constant eta0,0.2743239491733186,0.9609982174688056,0,1000,0.001,0.0001,balanced
wine,32,96,82,203,constant_001,constant,constant,0.001,0.5,91,8737.0,0.001,constant eta0,0.2754000591216714,0.9646608946608947,0,1000,0.001,0.0001,balanced
wine,32,96,82,247,constant_001,constant,constant,0.001,0.5,89,8545.0,0.001,constant eta0,0.30206507248528314,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,314,constant_001,constant,constant,0.001,0.5,95,9121.0,0.001,constant eta0,0.25097424995063977,0.9750664540138224,0,1000,0.001,0.0001,balanced
wine,32,96,82,415,constant_001,constant,constant,0.001,0.5,91,8737.0,0.001,constant eta0,0.2856887663030278,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,509,constant_001,constant,constant,0.001,0.5,93,8929.0,0.001,constant eta0,0.25904029827626573,1.0,0,1000,0.001,0.0001,balanced
wine,32,96,82,14,constant_003,constant,constant,0.003,0.5,63,6049.0,0.003,constant eta0,0.20870871374709454,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,52,constant_003,constant,constant,0.003,0.5,63,6049.0,0.003,constant eta0,0.20796765615587973,0.9609982174688056,0,1000,0.001,0.0001,balanced
wine,32,96,82,88,constant_003,constant,constant,0.003,0.5,59,5665.0,0.003,constant eta0,0.1981673631929684,0.9793233082706768,0,1000,0.001,0.0001,balanced
wine,32,96,82,121,constant_003,constant,constant,0.003,0.5,62,5953.0,0.003,constant eta0,0.22906705271526606,0.944944944944945,0,1000,0.001,0.0001,balanced
wine,32,96,82,169,constant_003,constant,constant,0.003,0.5,65,6241.0,0.003,constant eta0,0.19042004717270258,0.9896103896103896,0,1000,0.001,0.0001,balanced
wine,32,96,82,203,constant_003,constant,constant,0.003,0.5,64,6145.0,0.003,constant eta0,0.19572239322847845,0.9646608946608947,0,1000,0.001,0.0001,balanced
wine,32,96,82,247,constant_003,constant,constant,0.003,0.5,62,5953.0,0.003,constant eta0,0.21810445679281737,0.958095238095238,0,1000,0.001,0.0001,balanced
wine,32,96,82,314,constant_003,constant,constant,0.003,0.5,66,6337.0,0.003,constant eta0,0.17460891322451275,0.9750664540138224,0,1000,0.001,0.0001,balanced
wine,32,96,82,415,constant_003,constant,constant,0.003,0.5,63,6049.0,0.003,constant eta0,0.20457990731621808,0.958095238095238,0,1000,0.001,0.0001,balanced
wine,32,96,82,509,constant_003,constant,constant,0.003,0.5,64,6145.0,0.003,constant eta0,0.18192137096965938,1.0,0,1000,0.001,0.0001,balanced
wine,32,96,82,14,invscaling_0003,invscaling,invscaling,0.0003,0.5,12,1153.0,8.835000960806405e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0834258458833512,0.8753603074623678,0,1000,0.001,0.0001,balanced
wine,32,96,82,52,invscaling_0003,invscaling,invscaling,0.0003,0.5,11,1057.0,9.227493778812975e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0830979210788263,0.8643934653228061,0,1000,0.001,0.0001,balanced
wine,32,96,82,88,invscaling_0003,invscaling,invscaling,0.0003,0.5,11,1057.0,9.227493778812975e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0824191109185684,0.9089635854341737,0,1000,0.001,0.0001,balanced
wine,32,96,82,121,invscaling_0003,invscaling,invscaling,0.0003,0.5,11,1057.0,9.227493778812975e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0838194247481547,0.8912361145227763,0,1000,0.001,0.0001,balanced
wine,32,96,82,169,invscaling_0003,invscaling,invscaling,0.0003,0.5,12,1153.0,8.835000960806405e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0831330977985165,0.8946169772256729,0,1000,0.001,0.0001,balanced
wine,32,96,82,203,invscaling_0003,invscaling,invscaling,0.0003,0.5,11,1057.0,9.227493778812975e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0821545633848968,0.8593461496687302,0,1000,0.001,0.0001,balanced
wine,32,96,82,247,invscaling_0003,invscaling,invscaling,0.0003,0.5,13,1249.0,8.48867752461439e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.082868802207883,0.8270833333333334,0,1000,0.001,0.0001,balanced
wine,32,96,82,314,invscaling_0003,invscaling,invscaling,0.0003,0.5,11,1057.0,9.227493778812975e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.082141855542452,0.8946169772256729,0,1000,0.001,0.0001,balanced
wine,32,96,82,415,invscaling_0003,invscaling,invscaling,0.0003,0.5,12,1153.0,8.835000960806405e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.08322925334079,0.87360747267868,0,1000,0.001,0.0001,balanced
wine,32,96,82,509,invscaling_0003,invscaling,invscaling,0.0003,0.5,11,1057.0,9.227493778812975e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0830044723377759,0.9232804232804233,0,1000,0.001,0.0001,balanced
wine,32,96,82,14,invscaling_001,invscaling,invscaling,0.001,0.5,46,4417.0,1.5046528094465257e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0102467583225103,0.8753603074623678,0,1000,0.001,0.0001,balanced
wine,32,96,82,52,invscaling_001,invscaling,invscaling,0.001,0.5,46,4417.0,1.5046528094465257e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0057494455394944,0.8776867595411962,0,1000,0.001,0.0001,balanced
wine,32,96,82,88,invscaling_001,invscaling,invscaling,0.001,0.5,45,4321.0,1.5212754852621891e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.00237049478417,0.8946169772256729,0,1000,0.001,0.0001,balanced
wine,32,96,82,121,invscaling_001,invscaling,invscaling,0.001,0.5,44,4225.0,1.5384615384615384e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.009102446546647,0.8912361145227763,0,1000,0.001,0.0001,balanced
wine,32,96,82,169,invscaling_001,invscaling,invscaling,0.001,0.5,47,4513.0,1.4885633885281127e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0080858311556413,0.8946169772256729,0,1000,0.001,0.0001,balanced
wine,32,96,82,203,invscaling_001,invscaling,invscaling,0.001,0.5,46,4417.0,1.5046528094465257e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0007236027931266,0.8593461496687302,0,1000,0.001,0.0001,balanced
wine,32,96,82,247,invscaling_001,invscaling,invscaling,0.001,0.5,52,4993.0,1.4152045525279001e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0047360604574325,0.8270833333333334,0,1000,0.001,0.0001,balanced
wine,32,96,82,314,invscaling_001,invscaling,invscaling,0.001,0.5,44,4225.0,1.5384615384615384e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0023038411575023,0.8883617963314357,0,1000,0.001,0.0001,balanced
wine,32,96,82,415,invscaling_001,invscaling,invscaling,0.001,0.5,50,4801.0,1.4432253448298278e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0074115048178736,0.87360747267868,0,1000,0.001,0.0001,balanced
wine,32,96,82,509,invscaling_001,invscaling,invscaling,0.001,0.5,44,4225.0,1.5384615384615384e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0076509452703393,0.9232804232804233,0,1000,0.001,0.0001,balanced
wine,32,96,82,14,invscaling_003,invscaling,invscaling,0.003,0.5,85,8161.0,3.3208523434096805e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.8113814160441051,0.9211165711165711,0,1000,0.001,0.0001,balanced
wine,32,96,82,52,invscaling_003,invscaling,invscaling,0.003,0.5,87,8353.0,3.2824643196927925e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.8010790287620698,0.9125552535485819,0,1000,0.001,0.0001,balanced
wine,32,96,82,88,invscaling_003,invscaling,invscaling,0.003,0.5,83,7969.0,3.360619486480885e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.7949534537978238,0.9296258733378409,0,1000,0.001,0.0001,balanced
wine,32,96,82,121,invscaling_003,invscaling,invscaling,0.003,0.5,86,8257.0,3.301490959828562e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.8051294730117464,0.9125552535485819,0,1000,0.001,0.0001,balanced
wine,32,96,82,169,invscaling_003,invscaling,invscaling,0.003,0.5,84,8065.0,3.3405584024491457e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.8067459622613745,0.9296258733378409,0,1000,0.001,0.0001,balanced
wine,32,96,82,203,invscaling_003,invscaling,invscaling,0.003,0.5,85,8161.0,3.3208523434096805e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.7918166534764841,0.8841575974652156,0,1000,0.001,0.0001,balanced
wine,32,96,82,247,invscaling_003,invscaling,invscaling,0.003,0.5,88,8449.0,3.263762887100861e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.8049723149894058,0.8847879173966131,0,1000,0.001,0.0001,balanced
wine,32,96,82,314,invscaling_003,invscaling,invscaling,0.003,0.5,82,7873.0,3.381046385400705e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.7907979832956675,0.9400172469853117,0,1000,0.001,0.0001,balanced
wine,32,96,82,415,invscaling_003,invscaling,invscaling,0.003,0.5,86,8257.0,3.301490959828562e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.8096235742563194,0.9101863432849348,0,1000,0.001,0.0001,balanced
wine,32,96,82,509,invscaling_003,invscaling,invscaling,0.003,0.5,83,7969.0,3.360619486480885e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.799355002250946,0.9504693769399651,0,1000,0.001,0.0001,balanced
wine,32,96,82,14,adaptive_0003,adaptive,adaptive,0.0003,0.5,156,14977.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.4151300436088884,0.9340713066740464,0,1000,0.001,0.0001,balanced
wine,32,96,82,52,adaptive_0003,adaptive,adaptive,0.0003,0.5,153,14689.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.4126592302758082,0.9340713066740464,0,1000,0.001,0.0001,balanced
wine,32,96,82,88,adaptive_0003,adaptive,adaptive,0.0003,0.5,147,14113.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.40946359103641206,0.9296258733378409,0,1000,0.001,0.0001,balanced
wine,32,96,82,121,adaptive_0003,adaptive,adaptive,0.0003,0.5,155,14881.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.41732557004541243,0.9340713066740464,0,1000,0.001,0.0001,balanced
wine,32,96,82,169,adaptive_0003,adaptive,adaptive,0.0003,0.5,154,14785.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.408435518241166,0.9609982174688056,0,1000,0.001,0.0001,balanced
wine,32,96,82,203,adaptive_0003,adaptive,adaptive,0.0003,0.5,151,14497.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.4014645590981185,0.9646608946608947,0,1000,0.001,0.0001,balanced
wine,32,96,82,247,adaptive_0003,adaptive,adaptive,0.0003,0.5,151,14497.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.4280203886376848,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,314,adaptive_0003,adaptive,adaptive,0.0003,0.5,155,14881.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.38171479841929556,0.9896103896103896,0,1000,0.001,0.0001,balanced
wine,32,96,82,415,adaptive_0003,adaptive,adaptive,0.0003,0.5,151,14497.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.4186321882596539,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,509,adaptive_0003,adaptive,adaptive,0.0003,0.5,157,15073.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.38679320004679246,0.9855699855699855,0,1000,0.001,0.0001,balanced
wine,32,96,82,14,adaptive_001,adaptive,adaptive,0.001,0.5,118,11329.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.28538290126236976,0.944944944944945,0,1000,0.001,0.0001,balanced
wine,32,96,82,52,adaptive_001,adaptive,adaptive,0.001,0.5,117,11233.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.28276263594954426,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,88,adaptive_001,adaptive,adaptive,0.001,0.5,112,10753.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2784202573307333,0.9793233082706768,0,1000,0.001,0.0001,balanced
wine,32,96,82,121,adaptive_001,adaptive,adaptive,0.001,0.5,117,11233.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.29718205190434815,0.944944944944945,0,1000,0.001,0.0001,balanced
wine,32,96,82,169,adaptive_001,adaptive,adaptive,0.001,0.5,118,11329.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2722470886119679,0.9609982174688056,0,1000,0.001,0.0001,balanced
wine,32,96,82,203,adaptive_001,adaptive,adaptive,0.001,0.5,116,11137.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.27345158498509936,0.9646608946608947,0,1000,0.001,0.0001,balanced
wine,32,96,82,247,adaptive_001,adaptive,adaptive,0.001,0.5,114,10945.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.29999723925383887,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,314,adaptive_001,adaptive,adaptive,0.001,0.5,120,11521.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.24907979870830488,0.9750664540138224,0,1000,0.001,0.0001,balanced
wine,32,96,82,415,adaptive_001,adaptive,adaptive,0.001,0.5,116,11137.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2836579087973511,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,509,adaptive_001,adaptive,adaptive,0.001,0.5,118,11329.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.257153219493063,1.0,0,1000,0.001,0.0001,balanced
wine,32,96,82,14,adaptive_003,adaptive,adaptive,0.003,0.5,88,8449.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.20671772070407912,0.9473499473499474,0,1000,0.001,0.0001,balanced
wine,32,96,82,52,adaptive_003,adaptive,adaptive,0.003,0.5,88,8449.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.20620966069474778,0.9609982174688056,0,1000,0.001,0.0001,balanced
wine,32,96,82,88,adaptive_003,adaptive,adaptive,0.003,0.5,84,8065.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.19604679671219508,0.9793233082706768,0,1000,0.001,0.0001,balanced
wine,32,96,82,121,adaptive_003,adaptive,adaptive,0.003,0.5,87,8353.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.227364166200389,0.944944944944945,0,1000,0.001,0.0001,balanced
wine,32,96,82,169,adaptive_003,adaptive,adaptive,0.003,0.5,90,8641.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.18843390006741803,0.9896103896103896,0,1000,0.001,0.0001,balanced
wine,32,96,82,203,adaptive_003,adaptive,adaptive,0.003,0.5,89,8545.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.1937940595161868,0.9646608946608947,0,1000,0.001,0.0001,balanced
wine,32,96,82,247,adaptive_003,adaptive,adaptive,0.003,0.5,87,8353.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.21599769038648622,0.958095238095238,0,1000,0.001,0.0001,balanced
wine,32,96,82,314,adaptive_003,adaptive,adaptive,0.003,0.5,91,8737.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.17286729700071932,0.9750664540138224,0,1000,0.001,0.0001,balanced
wine,32,96,82,415,adaptive_003,adaptive,adaptive,0.003,0.5,88,8449.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2025875026759838,0.958095238095238,0,1000,0.001,0.0001,balanced
wine,32,96,82,509,adaptive_003,adaptive,adaptive,0.003,0.5,89,8545.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.18012229191563986,1.0,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,14,constant_0003,constant,constant,0.0003,0.5,164,1313.0,0.0003,constant eta0,0.2661477716346767,0.9038244215785404,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,52,constant_0003,constant,constant,0.0003,0.5,168,1345.0,0.0003,constant eta0,0.2673497078564673,0.9633717633717633,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,88,constant_0003,constant,constant,0.0003,0.5,178,1425.0,0.0003,constant eta0,0.31988394185094676,0.9584489213283418,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,121,constant_0003,constant,constant,0.0003,0.5,168,1345.0,0.0003,constant eta0,0.29629450208308866,0.9470052935228692,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,169,constant_0003,constant,constant,0.0003,0.5,119,953.0,0.0003,constant eta0,0.42356151064824077,0.8691348973607038,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,203,constant_0003,constant,constant,0.0003,0.5,168,1345.0,0.0003,constant eta0,0.3326214608667539,0.9044940502041171,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,247,constant_0003,constant,constant,0.0003,0.5,161,1289.0,0.0003,constant eta0,0.3397035194439013,0.9167476121094382,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,314,constant_0003,constant,constant,0.0003,0.5,164,1313.0,0.0003,constant eta0,0.39367552303312703,0.9629670806913924,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,415,constant_0003,constant,constant,0.0003,0.5,155,1241.0,0.0003,constant eta0,0.3141227464499148,0.8957880397391089,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,509,constant_0003,constant,constant,0.0003,0.5,155,1241.0,0.0003,constant eta0,0.42463819849000345,0.8412604501607717,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,14,constant_001,constant,constant,0.001,0.5,109,873.0,0.001,constant eta0,0.22288753205933376,0.8978142076502733,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,52,constant_001,constant,constant,0.001,0.5,123,985.0,0.001,constant eta0,0.1804232851309701,0.9616436482975523,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,88,constant_001,constant,constant,0.001,0.5,136,1089.0,0.001,constant eta0,0.21767167624356334,0.9529079547782058,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,121,constant_001,constant,constant,0.001,0.5,119,953.0,0.001,constant eta0,0.20880046447603143,0.9451076320939336,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,169,constant_001,constant,constant,0.001,0.5,90,721.0,0.001,constant eta0,0.3906874173527267,0.8664285714285714,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,203,constant_001,constant,constant,0.001,0.5,111,889.0,0.001,constant eta0,0.2654722033894869,0.9085992990775694,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,247,constant_001,constant,constant,0.001,0.5,115,921.0,0.001,constant eta0,0.26262296505217925,0.9168978426566834,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,314,constant_001,constant,constant,0.001,0.5,106,849.0,0.001,constant eta0,0.3146772460746971,0.9611495844875346,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,415,constant_001,constant,constant,0.001,0.5,103,825.0,0.001,constant eta0,0.25120197920377835,0.8976083475386125,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,509,constant_001,constant,constant,0.001,0.5,112,897.0,0.001,constant eta0,0.3866388566771022,0.8342965017722299,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,14,constant_003,constant,constant,0.003,0.5,71,569.0,0.003,constant eta0,0.217418496051273,0.8978142076502733,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,52,constant_003,constant,constant,0.003,0.5,84,673.0,0.003,constant eta0,0.14312391256132628,0.959766680213239,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,88,constant_003,constant,constant,0.003,0.5,93,745.0,0.003,constant eta0,0.17269085243782517,0.9473930982745686,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,121,constant_003,constant,constant,0.003,0.5,79,633.0,0.003,constant eta0,0.16744893080443543,0.9471303364433135,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,169,constant_003,constant,constant,0.003,0.5,104,833.0,0.003,constant eta0,0.5112682618890341,0.8267758763590268,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,203,constant_003,constant,constant,0.003,0.5,70,561.0,0.003,constant eta0,0.23515595411092463,0.9124886906061835,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,247,constant_003,constant,constant,0.003,0.5,78,625.0,0.003,constant eta0,0.2258539718105053,0.9224942294408034,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,314,constant_003,constant,constant,0.003,0.5,67,537.0,0.003,constant eta0,0.2652408847475668,0.9611495844875346,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,415,constant_003,constant,constant,0.003,0.5,67,537.0,0.003,constant eta0,0.22327116846880274,0.9032998703770099,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,509,constant_003,constant,constant,0.003,0.5,76,609.0,0.003,constant eta0,0.37930439968715496,0.8308159232072275,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,14,invscaling_0003,invscaling,invscaling,0.0003,0.5,13,105.0,2.9277002188455994e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6726347556144296,0.9058987978753146,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,52,invscaling_0003,invscaling,invscaling,0.0003,0.5,10,81.0,3.333333333333333e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6773695189354799,0.9514908982744249,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,88,invscaling_0003,invscaling,invscaling,0.0003,0.5,8,65.0,3.721042037676254e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.684302980775188,0.9546715505400092,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,121,invscaling_0003,invscaling,invscaling,0.0003,0.5,11,89.0,3.17999364001908e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6792383739650518,0.9347547974413646,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,169,invscaling_0003,invscaling,invscaling,0.0003,0.5,11,89.0,3.17999364001908e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6802604038450141,0.8706876680752977,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,203,invscaling_0003,invscaling,invscaling,0.0003,0.5,12,97.0,3.046038495400857e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6789935258265726,0.9083922522366021,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,247,invscaling_0003,invscaling,invscaling,0.0003,0.5,12,97.0,3.046038495400857e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.678681318021872,0.9039322277475397,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,314,invscaling_0003,invscaling,invscaling,0.0003,0.5,13,105.0,2.9277002188455994e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6822685175554674,0.9529493989376573,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,415,invscaling_0003,invscaling,invscaling,0.0003,0.5,15,121.0,2.727272727272727e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6735612822357268,0.8923814743765415,0,1000,0.001,0.0001,balanced
breast_cancer,4,8,561,509,invscaling_0003,invscaling,invscaling,0.0003,0.5,14,113.0,2.8221626051507916e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6780782638109986,0.8393930718580017,0,1000,0.001,0.0001,balanced
