dataset,train_per_class,train_rows,test_rows,seed,schedule,schedule_family,learning_rate,eta0,power_t,n_iter,t_,final_learning_rate,final_learning_rate_note,test_log_loss,test_macro_f1,convergence_warning_count,max_iter,tol,alpha,class_weight
breast_cancer,8,16,553,247,invscaling_003,invscaling,invscaling,0.003,0.5,88,1409.0,7.992189231706229e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.39295312434547575,0.9164162211372512,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,314,invscaling_003,invscaling,invscaling,0.003,0.5,70,1121.0,8.960215366342484e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.44712002004348483,0.9124496257915947,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,415,invscaling_003,invscaling,invscaling,0.003,0.5,91,1457.0,7.859437755933692e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.40916077376676796,0.9298045189134299,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,509,invscaling_003,invscaling,invscaling,0.003,0.5,86,1377.0,8.084520834544432e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.43231757840245405,0.9313214108296075,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,14,adaptive_0003,adaptive,adaptive,0.0003,0.5,127,2033.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.3441706728418255,0.894338429684596,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,52,adaptive_0003,adaptive,adaptive,0.0003,0.5,164,2625.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.29685628112494894,0.9585559350342066,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,88,adaptive_0003,adaptive,adaptive,0.0003,0.5,156,2497.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.29377815335058455,0.957192118226601,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,121,adaptive_0003,adaptive,adaptive,0.0003,0.5,146,2337.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2788689908411333,0.8890989829537315,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,169,adaptive_0003,adaptive,adaptive,0.0003,0.5,150,2401.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2908466944514417,0.9257402924513579,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,203,adaptive_0003,adaptive,adaptive,0.0003,0.5,139,2225.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2764439229947209,0.9566317800718644,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,247,adaptive_0003,adaptive,adaptive,0.0003,0.5,150,2401.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.27274505431265605,0.9184434518793191,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,314,adaptive_0003,adaptive,adaptive,0.0003,0.5,142,2273.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.30747863757243754,0.9124496257915947,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,415,adaptive_0003,adaptive,adaptive,0.0003,0.5,150,2401.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2821624776524275,0.9338423645320197,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,509,adaptive_0003,adaptive,adaptive,0.0003,0.5,155,2481.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2782290343894399,0.9313214108296075,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,14,adaptive_001,adaptive,adaptive,0.001,0.5,96,1537.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.3052236657209886,0.8961625125180817,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,52,adaptive_001,adaptive,adaptive,0.001,0.5,126,2017.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2198657827519505,0.9525810324129652,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,88,adaptive_001,adaptive,adaptive,0.001,0.5,124,1985.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.20610908180302784,0.9629132854939306,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,121,adaptive_001,adaptive,adaptive,0.001,0.5,104,1665.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.24527041537710975,0.8909516587609756,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,169,adaptive_001,adaptive,adaptive,0.001,0.5,116,1857.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.21831637464617365,0.929575414888314,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,203,adaptive_001,adaptive,adaptive,0.001,0.5,113,1809.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.20565827130129197,0.9625029888404726,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,247,adaptive_001,adaptive,adaptive,0.001,0.5,113,1809.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.22106537860298958,0.9223270970279229,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,314,adaptive_001,adaptive,adaptive,0.001,0.5,115,1841.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.22848886021372783,0.9183205144370192,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,415,adaptive_001,adaptive,adaptive,0.001,0.5,113,1809.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2140496284317483,0.93598481792383,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,509,adaptive_001,adaptive,adaptive,0.001,0.5,120,1921.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.19728518549155374,0.9334281805745555,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,14,adaptive_003,adaptive,adaptive,0.003,0.5,90,1441.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.3000476462176432,0.8706343745699738,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,52,adaptive_003,adaptive,adaptive,0.003,0.5,95,1521.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.178756005399449,0.9467147736154085,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,88,adaptive_003,adaptive,adaptive,0.003,0.5,97,1553.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.15606403562986873,0.966886810728941,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,121,adaptive_003,adaptive,adaptive,0.003,0.5,77,1233.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.23709244977636978,0.8909516587609756,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,169,adaptive_003,adaptive,adaptive,0.003,0.5,92,1473.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.1774067913186435,0.9377824071889755,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,203,adaptive_003,adaptive,adaptive,0.003,0.5,108,1729.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.1824725431754764,0.948510242085661,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,247,adaptive_003,adaptive,adaptive,0.003,0.5,88,1409.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.20236864937288196,0.922637866875577,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,314,adaptive_003,adaptive,adaptive,0.003,0.5,91,1457.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.18725888742211091,0.9340974832887339,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,415,adaptive_003,adaptive,adaptive,0.003,0.5,86,1377.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.17474596805840287,0.9339780324737345,0,1000,0.001,0.0001,balanced
breast_cancer,8,16,553,509,adaptive_003,adaptive,adaptive,0.003,0.5,92,1473.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.1582896008845502,0.933768368943103,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,14,constant_0003,constant,constant,0.0003,0.5,105,3361.0,0.0003,constant eta0,0.2631442255529086,0.8960270306182494,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,52,constant_0003,constant,constant,0.0003,0.5,102,3265.0,0.0003,constant eta0,0.23846361233078114,0.937496120181265,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,88,constant_0003,constant,constant,0.0003,0.5,107,3425.0,0.0003,constant eta0,0.24105917022679543,0.9235042735042736,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,121,constant_0003,constant,constant,0.0003,0.5,82,2625.0,0.0003,constant eta0,0.29681299394000554,0.9196540786402538,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,169,constant_0003,constant,constant,0.0003,0.5,109,3489.0,0.0003,constant eta0,0.22705900137490515,0.9412926695945564,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,203,constant_0003,constant,constant,0.0003,0.5,98,3137.0,0.0003,constant eta0,0.24106227583832723,0.9267779574186259,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,247,constant_0003,constant,constant,0.0003,0.5,107,3425.0,0.0003,constant eta0,0.24358742194848798,0.952644231690905,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,314,constant_0003,constant,constant,0.0003,0.5,108,3457.0,0.0003,constant eta0,0.25760766195373913,0.9501531606794764,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,415,constant_0003,constant,constant,0.0003,0.5,92,2945.0,0.0003,constant eta0,0.27410259250233804,0.9226224783861672,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,509,constant_0003,constant,constant,0.0003,0.5,111,3553.0,0.0003,constant eta0,0.19419418590182985,0.930084551052293,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,14,constant_001,constant,constant,0.001,0.5,67,2145.0,0.001,constant eta0,0.23806225062269948,0.8957753768519118,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,52,constant_001,constant,constant,0.001,0.5,68,2177.0,0.001,constant eta0,0.1825850787346744,0.9418201516793067,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,88,constant_001,constant,constant,0.001,0.5,74,2369.0,0.001,constant eta0,0.18855638397356872,0.9333468738363631,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,121,constant_001,constant,constant,0.001,0.5,55,1761.0,0.001,constant eta0,0.2318997619269091,0.925599038393128,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,169,constant_001,constant,constant,0.001,0.5,78,2497.0,0.001,constant eta0,0.16647519575821335,0.9616239576633605,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,203,constant_001,constant,constant,0.001,0.5,68,2177.0,0.001,constant eta0,0.19268301375126962,0.9243685643641826,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,247,constant_001,constant,constant,0.001,0.5,74,2369.0,0.001,constant eta0,0.17639580004167782,0.9652584589506372,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,314,constant_001,constant,constant,0.001,0.5,74,2369.0,0.001,constant eta0,0.20435932273591567,0.9465905867704968,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,415,constant_001,constant,constant,0.001,0.5,66,2113.0,0.001,constant eta0,0.20263094915892782,0.928646001404681,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,509,constant_001,constant,constant,0.001,0.5,76,2433.0,0.001,constant eta0,0.1492563671143167,0.934029484029484,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,14,constant_003,constant,constant,0.003,0.5,44,1409.0,0.003,constant eta0,0.23351784956641994,0.8998626169753662,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,52,constant_003,constant,constant,0.003,0.5,50,1601.0,0.003,constant eta0,0.14970465270084354,0.9418201516793067,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,88,constant_003,constant,constant,0.003,0.5,54,1729.0,0.003,constant eta0,0.1538531683327148,0.9352934088444391,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,121,constant_003,constant,constant,0.003,0.5,52,1665.0,0.003,constant eta0,0.1786133206607113,0.9435093625078897,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,169,constant_003,constant,constant,0.003,0.5,56,1793.0,0.003,constant eta0,0.13294403830460222,0.9636845901836435,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,203,constant_003,constant,constant,0.003,0.5,52,1665.0,0.003,constant eta0,0.1668812464417729,0.9269793661832295,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,247,constant_003,constant,constant,0.003,0.5,55,1761.0,0.003,constant eta0,0.13684434476185747,0.9736829208527322,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,314,constant_003,constant,constant,0.003,0.5,53,1697.0,0.003,constant eta0,0.18010499132974536,0.9410408432147563,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,415,constant_003,constant,constant,0.003,0.5,53,1697.0,0.003,constant eta0,0.15890819125477124,0.9364921316165951,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,509,constant_003,constant,constant,0.003,0.5,52,1665.0,0.003,constant eta0,0.13027764959419874,0.9358420466414099,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,14,invscaling_0003,invscaling,invscaling,0.0003,0.5,26,833.0,1.0394383930128555e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6510906315451975,0.8900424692856059,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,52,invscaling_0003,invscaling,invscaling,0.0003,0.5,19,609.0,1.2156613477096615e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6614830687876587,0.9208284188962692,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,88,invscaling_0003,invscaling,invscaling,0.0003,0.5,20,641.0,1.1849287583000463e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6584786557407223,0.9012515715009476,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,121,invscaling_0003,invscaling,invscaling,0.0003,0.5,17,545.0,1.285058810634358e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6660752685847331,0.909708444025961,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,169,invscaling_0003,invscaling,invscaling,0.0003,0.5,20,641.0,1.1849287583000463e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.660359324249968,0.9293072904325063,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,203,invscaling_0003,invscaling,invscaling,0.0003,0.5,23,737.0,1.1050642030256358e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6543583995815108,0.9100414905428833,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,247,invscaling_0003,invscaling,invscaling,0.0003,0.5,18,577.0,1.2489163413654399e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6660913541726374,0.9363337705996413,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,314,invscaling_0003,invscaling,invscaling,0.0003,0.5,19,609.0,1.2156613477096615e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.664797203288993,0.9397405589801904,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,415,invscaling_0003,invscaling,invscaling,0.0003,0.5,16,513.0,1.3245323570650436e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6668368515691863,0.9146793572012226,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,509,invscaling_0003,invscaling,invscaling,0.0003,0.5,22,705.0,1.129865365732064e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.6505999333019512,0.9179526355996944,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,14,invscaling_001,invscaling,invscaling,0.001,0.5,82,2625.0,1.9518001458970662e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.5072080603923856,0.8900424692856059,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,52,invscaling_001,invscaling,invscaling,0.001,0.5,64,2049.0,2.2091694090300195e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.5386406704807003,0.9208284188962692,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,88,invscaling_001,invscaling,invscaling,0.001,0.5,68,2177.0,2.1432398984452374e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.5280042777206636,0.9112289982266839,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,121,invscaling_001,invscaling,invscaling,0.001,0.5,55,1761.0,2.3829795864119577e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.5608094895744368,0.909708444025961,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,169,invscaling_001,invscaling,invscaling,0.001,0.5,68,2177.0,2.1432398984452374e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.5328733705013613,0.9331951067800124,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,203,invscaling_001,invscaling,invscaling,0.001,0.5,68,2177.0,2.1432398984452374e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.5218676151220486,0.9100414905428833,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,247,invscaling_001,invscaling,invscaling,0.001,0.5,60,1921.0,2.2815832379813768e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.5572842635319795,0.9404412692706321,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,314,invscaling_001,invscaling,invscaling,0.001,0.5,65,2081.0,2.192118160107072e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.5512576431263131,0.9439974970948422,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,415,invscaling_001,invscaling,invscaling,0.001,0.5,53,1697.0,2.427499107135649e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.5629757109413197,0.9146793572012226,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,509,invscaling_001,invscaling,invscaling,0.001,0.5,72,2305.0,2.082881368183567e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.49826219106369446,0.9199037759156777,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,14,invscaling_003,invscaling,invscaling,0.003,0.5,89,2849.0,5.620501008809765e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.3598442037683692,0.8922066559861835,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,52,invscaling_003,invscaling,invscaling,0.003,0.5,78,2497.0,6.003603243243406e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.37778586172644946,0.9230161220955237,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,88,invscaling_003,invscaling,invscaling,0.003,0.5,82,2625.0,5.855400437691199e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.3709496293429799,0.9112289982266839,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,121,invscaling_003,invscaling,invscaling,0.003,0.5,65,2081.0,6.576354480321217e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.4196101914224484,0.9156367825722664,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,169,invscaling_003,invscaling,invscaling,0.003,0.5,83,2657.0,5.8200334070876355e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.3694149998532254,0.9352934088444391,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,203,invscaling_003,invscaling,invscaling,0.003,0.5,77,2465.0,6.042446208830706e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.36613873447789463,0.9120111731843575,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,247,invscaling_003,invscaling,invscaling,0.003,0.5,78,2497.0,6.003603243243406e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.3990946211936967,0.944548767941623,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,314,invscaling_003,invscaling,invscaling,0.003,0.5,82,2625.0,5.855400437691199e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.3957280215858922,0.9442284866468843,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,415,invscaling_003,invscaling,invscaling,0.003,0.5,66,2113.0,6.526367213191408e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.4145511140429941,0.9187422449535454,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,509,invscaling_003,invscaling,invscaling,0.003,0.5,84,2689.0,5.785299589050579e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.326152472080824,0.9259718775847807,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,14,adaptive_0003,adaptive,adaptive,0.0003,0.5,125,4001.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.26254865995226634,0.8960270306182494,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,52,adaptive_0003,adaptive,adaptive,0.0003,0.5,122,3905.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.23739713643787472,0.937496120181265,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,88,adaptive_0003,adaptive,adaptive,0.0003,0.5,127,4065.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2401667077400148,0.9235042735042736,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,121,adaptive_0003,adaptive,adaptive,0.0003,0.5,102,3265.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.29537961468422425,0.9196540786402538,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,169,adaptive_0003,adaptive,adaptive,0.0003,0.5,129,4129.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.22606850810998014,0.9433817327388843,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,203,adaptive_0003,adaptive,adaptive,0.0003,0.5,118,3777.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.24009446542372,0.9267779574186259,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,247,adaptive_0003,adaptive,adaptive,0.0003,0.5,127,4065.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.24244472962598315,0.952644231690905,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,314,adaptive_0003,adaptive,adaptive,0.0003,0.5,128,4097.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.25664707284591454,0.952097766941215,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,415,adaptive_0003,adaptive,adaptive,0.0003,0.5,112,3585.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2727619646008073,0.9226224783861672,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,509,adaptive_0003,adaptive,adaptive,0.0003,0.5,131,4193.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.19338210691519034,0.930084551052293,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,14,adaptive_001,adaptive,adaptive,0.001,0.5,92,2945.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.23774444378833684,0.8957753768519118,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,52,adaptive_001,adaptive,adaptive,0.001,0.5,93,2977.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.1816205491028751,0.9418201516793067,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,88,adaptive_001,adaptive,adaptive,0.001,0.5,99,3169.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.18769838530601454,0.9333468738363631,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,121,adaptive_001,adaptive,adaptive,0.001,0.5,81,2593.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.23017442754691927,0.925599038393128,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,169,adaptive_001,adaptive,adaptive,0.001,0.5,103,3297.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.16562126726065624,0.9616239576633605,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,203,adaptive_001,adaptive,adaptive,0.001,0.5,93,2977.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.19193660014264463,0.9243685643641826,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,247,adaptive_001,adaptive,adaptive,0.001,0.5,99,3169.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.17534594511360624,0.9652584589506372,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,314,adaptive_001,adaptive,adaptive,0.001,0.5,99,3169.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2036035169812614,0.9465905867704968,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,415,adaptive_001,adaptive,adaptive,0.001,0.5,91,2913.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.20142736166799996,0.928646001404681,0,1000,0.001,0.0001,balanced
breast_cancer,16,32,537,509,adaptive_001,adaptive,adaptive,0.001,0.5,101,3233.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.1486494030139425,0.934029484029484,0,1000,0.001,0.0001,balanced
